id,book,source_file,source_chapter,wisdom_title,wisdom_text,theme_tags
DB001,《传统下的独白》,001.《传统下的独白》自序.txt,《传统下的独白》自序,别让帽子替代判断,传统最省力的防卫术，是把不合规矩的人扣上“不正”“不经”“叛逆”的帽子。人生判断不能被这种公式牵着走：一个人的行为是否合宜、言论是否正确，要看事实和道理，不看他是否讨好既有权威。,判断力;反标签;批判思维
DB002,《传统下的独白》,001.《传统下的独白》自序.txt,《传统下的独白》自序,狂叛也要把话说清楚,文章可以锋利、可以狂叛，但不能只是姿态。真正有力的表达，是把痛处、快处和要害直接说出来，让读者看见问题本身；形式上的温良恭俭若遮住了内容，只会把文字变成驯服的摆设。,写作;表达;反传统
DB003,《传统下的独白》,001.《传统下的独白》自序.txt,《传统下的独白》自序,文章本色在于直据胸臆,写作最怕被“雅驯”的规矩驯到没有血气。能像写家书一样从胸口发声，能把真实的愤怒、欢喜和判断写成清楚的文字，比装成正经腔调更接近文章本色。,写作;真诚;表达
DB004,《传统下的独白》,002.《传统下的独白》再版自序.txt,《传统下的独白》再版自序,作品有成绩时不必假装不好,面对自己的作品，假谦虚常常是一种更精致的虚伪。若文章确实被读者接受、经得起再版，就可以坦然承认它有价值；自信不必靠贬低自己来显得有教养。,自信;作品观;真诚
DB005,《传统下的独白》,003.独身者的独白.txt,独身者的独白,独身可以是整理自己，不必变成神话,一个人生活有自由，也有空缺。把独身当成阶段性的自我整理，可以保住清醒；若把它吹成永远正确的主义，就容易用漂亮话掩盖自己仍然需要亲密与理解。,独处;自知;亲密关系
DB006,《传统下的独白》,003.独身者的独白.txt,独身者的独白,自嘲能保护立场，但不能欺骗内心,自嘲是好用的护身术，可以把尴尬、孤独和不合时宜先说破。但自嘲只能挡住外界的轻视，不能替你解决真实的渴望；笑过之后，仍要诚实面对自己到底想要什么。,自嘲;自知;诚实
DB007,《传统下的独白》,004.爱情的刽子手.txt,爱情的刽子手,真感情需要被允许表达,一个社会若只准人在葬礼上公开流泪，却不准人在日常里坦荡相爱，就会把感情训练成伪装。人生不该只在悲伤时获得合法性，真诚的爱也需要可见、可说、可负责的空间。,情感;社会规范;真诚
DB008,《传统下的独白》,005.一封神气的情书.txt,一封神气的情书,爱情要平等，不要奴性讨好,追求一个人，不该把自己降成奴才，也不该把对方捧成主人。好的关系要让两个人以平等相待，能欣赏、能争辩、能互相看见，而不是用讨好换取怜悯。,爱情;平等;人格
DB009,《传统下的独白》,005.一封神气的情书.txt,一封神气的情书,被理解比被观看更重要,亲密关系里，被观看只能带来短暂注意，被理解才可能带来真正相遇。一个人若只希望别人欣赏自己的表面，或只用表面去衡量别人，都会把关系降成展览；更难也更重要的是看见对方真实的性情和处境。,爱情;理解;关系
DB010,《传统下的独白》,005.一封神气的情书.txt,一封神气的情书,追求别人前先看见自己的脾气,求爱时最容易夸大自己的优点、遮住自己的缺点。能先承认自己的坏脾气、虚荣和不可靠处，反而让感情少一点表演，多一点诚实，也少一点日后的互相欺骗。,自知;爱情;诚实
