id,book,source_file,source_chapter,wisdom_title,wisdom_text,theme_tags
CLDZGRYJ001,丑陋的中国人研究,001.《丑陋的中国人研究》导引.txt,001.《丑陋的中国人研究》导引,群体批评要保留例外和光亮,书中谈民族性时提醒，所谓基本人格结构只是概括，并不能抹掉同一群体中的光亮人物。人生里做群体批评，最忌把复杂的人压成一种颜色；看见丑处要敢说，看见例外也要敢承认，否则批评会从清醒滑向偏执。,批评;边界;清醒
CLDZGRYJ002,丑陋的中国人研究,001.《丑陋的中国人研究》导引.txt,001.《丑陋的中国人研究》导引,刻板印象不能替代事实,书中反对只看三个臭皮匠、不看一个诸葛亮的框框看法。人生判断别人和判断社会，都不能靠先入为主的印象省事；刻板印象也许给人快感，却会偷走你接近事实的能力。,判断;事实;偏见
CLDZGRYJ003,丑陋的中国人研究,001.《丑陋的中国人研究》导引.txt,001.《丑陋的中国人研究》导引,泛骂众人常是逃避点名,书中质疑把丑陋加到所有中国人身上的写法，因为真正的勇气应该敢指向具体的人和事。人生中批评越激烈，越要让对象清楚；把矛头撒向所有人，看似大胆，常常只是避开真正风险。,批评;勇气;责任
CLDZGRYJ004,丑陋的中国人研究,001.《丑陋的中国人研究》导引.txt,001.《丑陋的中国人研究》导引,批评的是行为，不是人的宿命,书中讨论国民性时保留了人的可变性，不把丑陋说成无法改变的血统。人生里真正有建设性的批评，是指出行为、环境和选择的问题，让人有路可改；若把问题说成天生宿命，就只剩羞辱而没有疗救。,改变;批评;成长
CLDZGRYJ005,丑陋的中国人研究,002.蒋介石与孺慕症.txt,002.蒋介石与孺慕症,不要把权力认成父亲,书中借孺慕症写出一种权力心理：成年人在强人面前仍渴望父亲式保护。人生一旦把权力认成亲人，判断就会被依恋收买；尊重职位可以，交出人格不行。,权力;人格;独立
CLDZGRYJ006,丑陋的中国人研究,002.蒋介石与孺慕症.txt,002.蒋介石与孺慕症,底层冷讽有时比知识分子清醒,书中写老兵用两只袜子讽刺强迫孺慕，反而比许多有识者更不肯认权力做亲人。人生里清醒不一定来自学历和地位，有时来自被生活磨出的直觉；别轻看小人物的反讽，它常能刺破宏大谎言。,清醒;小人物;权力
CLDZGRYJ007,丑陋的中国人研究,002.蒋介石与孺慕症.txt,002.蒋介石与孺慕症,求保护不等于交出判断,书中指出有人在威权阴影下把保护者想象成家长，久而久之连是非也随家长转移。人生遇到强势者，可以争取保护和资源，但不能把自己的判断权一并奉上；安全感若以自我矮化换来，迟早会反噬人格。,判断;依附;自尊
CLDZGRYJ008,丑陋的中国人研究,003.蒋介石、蒋经国的“田单症””.txt,003.蒋介石、蒋经国的“田单症””,权力口号先过知识关,书中写权力人物误用田单典故，把历史错置成政治口号。人生中越是想用知识动员别人，越要先把知识查清；地位不能替常识背书，声音越大，错误传播得也越远。,知识;权力;谨慎
CLDZGRYJ009,丑陋的中国人研究,003.蒋介石、蒋经国的“田单症””.txt,003.蒋介石、蒋经国的“田单症””,戏剧感动不能替代历史判断,书中把舞台上的田单与真实历史分开看，提醒人不要被戏剧性的情绪带走。人生中许多口号、典故、故事都很动人，但感动不是证据；先分清演出来的庄严和查出来的事实，才不会被情绪牵着走。,历史;情绪;判断
CLDZGRYJ010,丑陋的中国人研究,004.从认贼到被贼认.txt,004.从认贼到被贼认,别用攀亲贴金取代自身价值,书中批评借名人谱系给自己增光的认族文化。人生的价值不能靠把自己接到别人的光环上来完成；真正站得住的人，靠自己的言行和成绩，而不是靠攀附来的血统、关系或名头。,自立;名声;诚实
CLDZGRYJ011,丑陋的中国人研究,004.从认贼到被贼认.txt,004.从认贼到被贼认,错误事实撑不起漂亮解释,书中指出，一旦谱系事实错了，后面再精巧的解释都跟着坍塌。人生做判断也是如此，理论、修辞、情怀都要站在事实上；地基是假的，楼盖得越美，倒下时越难看。,事实;判断;根基
CLDZGRYJ012,丑陋的中国人研究,005.从胡老太秘录看钱大头忘恩负义.txt,005.从胡老太秘录看钱大头忘恩负义,人死之后最见人情,书中写胡适死后，身边人对江冬秀的冷暖变化，显出人情真伪。人生中许多关系在强者在场时都好看，真正的考验常发生在强者已死、旧恩无人追讨的时候；那时还能守义，才叫可靠。,人情;感恩;考验
CLDZGRYJ013,丑陋的中国人研究,005.从胡老太秘录看钱大头忘恩负义.txt,005.从胡老太秘录看钱大头忘恩负义,得势后不要亏欠旧恩,书中借钱思亮一类人物写出得势后的忘恩。人生最难守的不是低处的求助，而是高处的记恩；一个人若靠别人扶上台阶，却在站稳后踢开旧人，他失掉的不只是情分，还有自己的根。,感恩;成功;人格
CLDZGRYJ014,丑陋的中国人研究,005.从胡老太秘录看钱大头忘恩负义.txt,005.从胡老太秘录看钱大头忘恩负义,守住不配的人，才见承诺分量,书中说胡适照料江冬秀，并不因为她处处相配，而是因为承诺和责任在那里。人生中的责任，常常不是对完美对象的奖赏，而是对自己诺言的守护；越是不方便、越不体面，越能看出承诺是否真实。,承诺;责任;婚姻
CLDZGRYJ015,丑陋的中国人研究,005.从胡老太秘录看钱大头忘恩负义.txt,005.从胡老太秘录看钱大头忘恩负义,火气要有证据垫底,书中说历史家论定人物要有证据，火气不能离开材料。人生中愤怒可以成为正义的温度，却不能替事实工作；真正有力量的批评，是把情绪压在证据之上，而不是让情绪拖着证据走。,证据;批评;情绪
CLDZGRYJ016,丑陋的中国人研究,005.从胡老太秘录看钱大头忘恩负义.txt,005.从胡老太秘录看钱大头忘恩负义,朴素真实比才华粉饰耐久,书中珍视江冬秀朴素的自传文字，因为它保存了未经修饰的人生真相。人生里不是所有珍贵都来自文采和技巧，有时笨拙的原声比漂亮的包装更可靠；真实能穿过时间，粉饰常只讨好一时。,真实;记录;朴素
CLDZGRYJ017,丑陋的中国人研究,005.从胡老太秘录看钱大头忘恩负义.txt,005.从胡老太秘录看钱大头忘恩负义,面子不能烧掉史料,书中痛惜原始手稿因顾忌面子而被毁。人生中很多真相一旦为了体面被烧掉，后来再多解释也补不回；保存材料，是对历史负责，也是对未来判断负责。,史料;真相;责任
CLDZGRYJ018,丑陋的中国人研究,005.从胡老太秘录看钱大头忘恩负义.txt,005.从胡老太秘录看钱大头忘恩负义,判断人物要看逆境里的细节,书中从小事、后门、饭局和态度里辨认人情冷暖。人生看人不只看公开场合的漂亮话，更要看逆境里的微小动作；细节常比宣言更诚实，冷落也常比骂声更说明问题。,识人;细节;逆境
CLDZGRYJ019,丑陋的中国人研究,006.辜振甫忘恩负义了吗？.txt,006.辜振甫忘恩负义了吗？,临终托付不是可推脱的人情,书中围绕遗嘱和托付追问责任，指出死者不能再说话，活人更该守信。人生里别人把最后的事交给你，不是给你一个可有可无的面子，而是把信任压在你身上；托付越沉默，责任越不能轻忽。,托付;责任;诚信
CLDZGRYJ020,丑陋的中国人研究,006.辜振甫忘恩负义了吗？.txt,006.辜振甫忘恩负义了吗？,签下名字就是承担后果,书中批评执行人签字后又推脱，提醒名义和责任不可拆开。人生中许多责任从签名、答应、点头那一刻就开始了；若只享受被信任的体面，却不承担执行的麻烦，那就是把信用当装饰。,责任;承诺;信用
CLDZGRYJ021,丑陋的中国人研究,006.辜振甫忘恩负义了吗？.txt,006.辜振甫忘恩负义了吗？,借必还，还必清,书中保存的信件反复强调，借钱就要还，偿还就要清楚。人生处理金钱关系，最怕把亲情、人情、地缘情说成免账理由；账目清楚不是薄情，而是让关系免于腐烂。,金钱;诚信;边界
CLDZGRYJ022,丑陋的中国人研究,006.辜振甫忘恩负义了吗？.txt,006.辜振甫忘恩负义了吗？,小人物血汗不是大人物烂账,书中把鹿港乡亲的钱看成不能被大人物赖掉的血汗。人生中地位越高，越不能把别人的小钱看小；对有钱人只是一个数字，对普通人可能是多年辛苦，轻慢它就是轻慢人。,公平;金钱;尊重
CLDZGRYJ023,丑陋的中国人研究,006.辜振甫忘恩负义了吗？.txt,006.辜振甫忘恩负义了吗？,名声会毁于一笔失信,书中说声誉买不来，只能靠多年诚信积累，却可能被一次赖账毁掉。人生的名声不是广告口号，而是日常兑现的总和；越有家世、越有头衔，越经不起失信这把刀。,名声;诚信;风险
CLDZGRYJ024,丑陋的中国人研究,007.柏杨忘恩负义了吗？.txt,007.柏杨忘恩负义了吗？,帮人可以基于原则，不必基于交易,书中写李敖义助柏杨，是因同情和人权，不因对方可爱或值得回报。人生中最干净的帮助，常常不是投给朋友的感情投资，而是投给原则的行动；这样帮助别人，心里才不必天天计算利息。,助人;原则;人权
CLDZGRYJ025,丑陋的中国人研究,007.柏杨忘恩负义了吗？.txt,007.柏杨忘恩负义了吗？,真相要留下能流通的文件,书中写答辩书、海外发表和文字保存，说明文件能让冤屈穿过封锁。人生遇到不公，光有委屈不够，还要把真相整理成能被带走、被转述、被核验的材料；记录本身就是反抗的一部分。,记录;真相;行动
CLDZGRYJ026,丑陋的中国人研究,007.柏杨忘恩负义了吗？.txt,007.柏杨忘恩负义了吗？,面对不讲理的权力，公开比求情有力,书中认为私下求情往往无效，公开揭露才可能形成压力。人生面对不讲规则的强者，低声下气未必能换来公道；当事实站得住时，让更多人知道，反而比在密室里求怜悯更有力量。,权力;公开;勇气
CLDZGRYJ027,丑陋的中国人研究,007.柏杨忘恩负义了吗？.txt,007.柏杨忘恩负义了吗？,救一个人，也要救一条原则,书中把柏杨案从个人营救推进到言论自由和人权问题。人生中真正有远见的帮助，不只解决眼前一个人的危难，还要让背后的规则变得更清楚；人救出来，原则也不能再被关进去。,原则;助人;公共性
CLDZGRYJ028,丑陋的中国人研究,007.柏杨忘恩负义了吗？.txt,007.柏杨忘恩负义了吗？,施恩可以无所求，受恩不能倒打一耙,书中区分施者不求回报和受者不应忘恩。人生里高贵的帮助可以不索取感激，但这并不等于受助者可以反咬；不求报答是施者的修养，知恩不害是受者的底线。,感恩;底线;助人
CLDZGRYJ029,丑陋的中国人研究,007.柏杨忘恩负义了吗？.txt,007.柏杨忘恩负义了吗？,危难时先交代证据和身后事,书中写人在被捕和威胁中要安排文书、证词和可能的后路。人生碰到大风险，慌张之外要留下秩序：把材料交代清楚，把后路安排清楚，把真相托给可靠的人；这不是悲观，而是清醒。,危机;证据;准备
CLDZGRYJ030,丑陋的中国人研究,008.义助柏杨的外一章.txt,008.义助柏杨的外一章,不要抹杀中途撑过苦难的人,书中为艾玫辩白，指出她在最艰难阶段奔走、承担家庭和压力，不该因后来没有等到底就被否定。人生评价一个人的付出，要看她在风暴中撑过什么，而不能只用结局一句话抹掉过程。,评价;苦难;公道
CLDZGRYJ031,丑陋的中国人研究,008.义助柏杨的外一章.txt,008.义助柏杨的外一章,家属承受的是另一种受难,书中把政治受难者家属的恐惧、奔走和生活崩坏也放进事件里。人生看苦难，不能只看被关押、被审判的人；那些在门外等消息、筹钱、护家、求人者，也在承受另一种刑罚。,苦难;家属;同理
CLDZGRYJ032,丑陋的中国人研究,008.义助柏杨的外一章.txt,008.义助柏杨的外一章,历史纪念要补上被删除的救援者,书中指出一些祝寿和回忆材料删掉了真正承担风险的人。人生中的纪念若只留下主角和掌声，删掉背后救援者，就会把历史变成舞台布景；公道的记忆，要替无名承担者留位置。,记忆;公道;救援
CLDZGRYJ033,丑陋的中国人研究,008.义助柏杨的外一章.txt,008.义助柏杨的外一章,评价感情不能只看最后是否相守,书中提醒，婚姻或伴侣关系的评价不能只拿最后是否继续相伴作唯一标准。人生里的情义常有阶段性贡献，有人陪你走过最黑的一段，就不该因后来分开而把她从历史里删掉。,关系;评价;感恩
