id,book,source_file,source_chapter,source_text,wisdom_title,wisdom_text,theme_tags
XN17001,《虚拟的十七岁》,001.楔子.txt,楔子,学校大门已经关起来了，能走的，只有左道，旁门警卫室卡在那里。背影不需要盘问，制服证明了一切，只是迟到而已。迟到，算什么？迟到只是时间走在前面而已。时间，又算什么？时间只是静止而已，也许还在倒流。,别被时间的秩序吓住,迟到只是把自己放在既定时间之后，但不等于人就低了一等。人生里很多压力来自别人把时间、路线和入口都先规定好了，于是你一迟到、一偏离，就觉得自己犯错。真正的清醒，是看见时间也可能只是制度化的安排；该赶路时赶路，该走旁门时走旁门，不必让钟表替你决定自尊。,时间;自尊;从容
XN17002,《虚拟的十七岁》,001.楔子.txt,楔子,校长从书包的夹层中，找到了飘逸的健保卡和振兴医院收据。校门的大门开了，救护车开进来，又开出去，直奔天母振兴医院。病历在那儿，病历所在，就是病人所在。对没有历史的人，她的历史，就是病历。,别让病历替你写历史,一个人若没有可以自己叙述的历史，外界就会用病历、档案、标签来替他定义。人生要警惕这种被记录物取代的命运：别人掌握的是你的症状、手续和编号，不一定掌握你的灵魂。能保住自己的历史，就是能在被诊断、被归类、被安排之外，继续说出“我是谁”。,自我;历史;身份
XN17003,《虚拟的十七岁》,002.与阴茎对话.txt,与阴茎对话,是理性的博学的自我和平分裂，肉体上，是完整的我；精神上，是对立的我。对立不是吵架，对立是自己是自己的反对党，既浇凉水也扯后腿，当然，也有鼓舞和鼓励，不全是抬杠。,让自己成为自己的反对党,成熟的自我不是永远一致、永远顺着自己说话，而是能在心里保留一个反对党。它会浇凉水、扯后腿，也会鼓舞和校正；这不是内耗，而是防止自我膨胀的内部制衡。一个人若能和自己的不同声音共处，就比较不容易被单一冲动带走。,自省;理性;平衡
XN17004,《虚拟的十七岁》,004.王主任.txt,王主任,“我没见过，不知道。只听说美得脱俗。现在的美女太多了，只是太俗气，听说这位美得脱俗，她自成一种风格。自成一种风格多么重要，想想林青霞，她就这样有特色，不是吗？”,风格比漂亮更稀缺,漂亮常常可以被时代批量制造，风格却不能。一个人真正让人记住的，不是符合了多少通行标准，而是有没有自成一格的气质和表达。人生最怕只追求“好看”，却没有辨识度；能把自己活成一种风格，才会从多数人的相似里走出来。,风格;个性;审美
XN17005,《虚拟的十七岁》,005.魏院长.txt,魏院长,“院长啊，你不只是大国手，并且是大世界手。你这位大世界手，既然可以解决狼心狗肺的问题，能不能百尺竿头，从换心到换脑，解决猪头猪脑的问题呢？涉及脑的问题，不论缩头缩脑、探头探脑、没头没脑、土头土脑、呆头呆脑、滑头滑脑、贼头贼脑、鬼头鬼脑，都是低层次的习性问题，我都可以解决，唯独本大师不能解决的，就是猪头猪脑，因为这是高层次的智慧问题，或者说，这是根本问题，根本上猪头猪脑，才流变出那些习性，所以呀，必须要能像换心手术一样换了脑，人类问题才得以根本解决，这还只是消极的改变，使‘人脑去猪化’而已，其实人脑更该发扬光大，我总觉得人类只能美化身体，却不能美化大脑，对比起来，多么不搭调，尤其我看到十七岁的漂亮女生，她们的美丽是两截的，身与心变成两截，心跟不上身，身是接近成熟的，心却是幼稚的、无知的、智慧差得太远的，多么不搭调、多么不相配、多么遗憾、多么可惜！所以呀，要院长出来，干这一大票。‘欲求灵药换凡骨，先挽天河洗俗情。’你老兄不是‘灵药’就是‘天河’，百万生灵、千万‘人脑去猪化’，全靠你了。”,根本问题常在头脑,许多坏习性看起来零散，其实背后常有一个更根本的头脑问题。只修补表面的缩头缩脑、滑头滑脑，像是在枝叶上忙，真正要改变的是产生这些习性的认知底层。人生的改造若停在习惯层面，容易反复；能换掉判断方式，才有机会从根上改变。,认知;改变;根本
XN17006,《虚拟的十七岁》,005.魏院长.txt,魏院长,“原因有一百个，其中一个是离我以前住的监狱远，那段漫长的政治犯生涯浪费了我太多的生命，因为不能写作，写的东西都会被没收，生命不能做有效率的运用，就是浪费。现在我老了，没有青春可以浪费，只有夕阳可以珍惜。在那个窗口，看到的夕阳最美，就这样，我就来了。”,不能有效使用生命就是浪费,生命的浪费不只是虚度吃喝玩乐，也包括被剥夺了表达、工作和创造的能力。不能写作、不能把时间用在真正想做的事上，就是生命效率被夺走。人越到后来越该珍惜夕阳：青春可以被糟蹋，晚年却要把每一点还能发光的时间用准。,生命;效率;珍惜
XN17007,《虚拟的十七岁》,007.神医自杀了.txt,神医自杀了,魏院长好奇的看着我，聪明的他，知道此中有蹊跷。到底巫神医死前跟我说了什么？最后那封遗书，充满了点化与玄机。我看着魏院长，再神秘一笑。现在不是揭开谜底的时候，因为，我并不那么轻信。我始终相信，巫神医这个疯子即使不说谎，也有夸大的或幻觉的比例。巫神医未可尽信也，此公夸大多幻、言过其实，以科技说梦呓者流，不必认真也。我终于从否定观点定了位。,离奇说法先从否定处定位,面对夸张、神秘、带着幻觉色彩的说法，第一步不是急着相信，也不是急着参与，而是先从否定观点定好位置。能怀疑，不等于没有想象力；恰恰是因为世界上有太多半真半假的梦呓，人才需要保留判断。越是惊人的故事，越要先问它有多少夸大、多大比例是幻觉。,怀疑;判断;清醒
XN17008,《虚拟的十七岁》,007.神医自杀了.txt,神医自杀了,“一点没错。现代科技弄出来的，可不是雪莱老婆、玛莉·雪莱（Mary W. Shelley）那种老式的科学怪人了。新式的是排山倒海来的千奇百怪机器人。雪莱老婆是有分寸的，她毕竟是文学家，她只要写出科技下的噩梦，而不是要噩梦成真。但是今天的科学狂人们就为所欲为了。人类最后的自救是掌握住最后的那片灵光，现代科技永远偷不走抢不走的那片灵光，进而与现代科技合作、相辅相成，甚至说，狼狈为奸。意思是说：妈的现代科技，你不能少我这一份，我是活生生的人，你不能完全消灭我，我有你永远追不上的绝活。打个有点不伦的比喻，就是心脏医学。你一代名医，落翅孤岛，却是世界级的、凯迪拉克级的。你们的人工心脏‘凤凰七号’开始了多少第一？世界第一位接受全人工心脏后又接受心脏与肾脏移植成功的病例，是你的记录；世界第一位自体心脏移植成功的病例，是你的记录……你的徒弟可以师承手术，但是师承不到你的出神入化。当年章太炎要‘谢本师’，把他老师俞樾‘谢’掉，后浪总要推倒前浪的，但是前浪也要自保呀。现代科技弄出来的可是赶尽杀绝的、不留活口的，所以呀，要留一手，留下合作的本钱。”,科技偷不走人的灵光,现代科技会不断制造新奇迹，也会制造新噩梦；人最后能自救的，不是拒绝一切科技，而是守住科技偷不走的那片灵光。工具可以强化能力，却不能代替活生生的人。真正的现代化，是让技术和人的独特判断合作，而不是让技术把人完全消灭。,科技;人性;灵光
XN17009,《虚拟的十七岁》,007.神医自杀了.txt,神医自杀了,“可是，这是多少年的辛苦、多少年的土法炼钢啊。我成长时代没有什么人工智慧的科技，现在科技后来居上，踩到我们头上来了，要好好利用它啊。古人是‘戡天’，现在我们是‘戡科技’，我们迎接科技，也要迎战它，并且利用它，把它instant coffee化、即溶咖啡化。”,迎接科技，也要迎战科技,面对后来居上的科技，消极逃避没有用，盲目膜拜也危险。更好的态度是迎接它、迎战它、利用它，把它变成可消化的工具，而不是让它踩在人头上。人生中任何强大的新力量都一样：能用则用，但要保有主导权。,科技;主动;驾驭
XN17010,《虚拟的十七岁》,008.梦里猎巫.txt,梦里猎巫,“我们的妙处就在不是这样。电脑进人脑没错，可是人脑变电脑，你可将一套百科全书灌进电脑，电脑却写不出一本书。我们要创造出新奇迹，那就是人脑不只变电脑，而将脑中的电脑和原有的人脑交融成长，可以写出一本书，这才是真正人工智慧的极致，不这样做，只做到电脑进人脑，人脑变成呆头呆脑，空有电脑而不能活用，这叫什么人工智慧？这是我们和别人的最大不同。别人以发展机器人为主，我们却以发展自然人为主。不能驾驭的机器人会毁灭人类。原子弹做手Oppenheimer（欧本海默）看到第一次试爆时，慨叹物理学成了罪恶来源。以发展机器人为主的科技，长此以往，在生化科技、奈米科技的双杀下，人类的前程，将不可收拾。捷克Capek（恰庇克）1920年《R.U.R.》（Rossum's Universal Robots）剧本中，最后存活的自然人Helena（海伦娜），对机器人领袖Radius（雷德斯）慷慨陈词、声泪俱下，那一段多么感人。Capek这位文学家，他的先知不只创造出Robot（机器人）这个字，更点破此辈当道，就是民无噍类。所以呀，大师，请看着我，我不是普通的医生，我是救世军。我不希望生物性的人类消失，我不认为那种新种的人机混合体（cyborg）是正路，因此，我推动‘脑前瞻工程’来扭转今天自然人与机器人主客易位的错误趋势，并且是以工程对工程的行动来扭转，我们借力使力，创造出取机器人之长，以晶片植入，与自然人神经纤维连接，成长出来的是自然人，而不是合成出来的有意志的机器人，我们维护了自然人的尊严与特色，我们不要科技消灭血肉之躯，我们要融合科技血肉相连的拓展出新的血肉之躯，用新的血肉之躯，站上最高点、制高点，现在，一切都要快、要赶工了，按照‘摩尔定律’（Moore's Law），电脑晶片每隔两年就起跳得更快更强，现在好像是看谁跳得快。问题的关键是：机器人已被科学家们给惯坏了，机器人除了是人造工人、人造计算机，还能是什么、还该是什么？三国时代孔明创造的木牛流马、17世纪日本创造的自动端茶器——‘运茶人形’、18世纪欧洲宫廷的自行移动设备、到19世纪以来的科学怪人，所有的构思，都是为人类服务、都不出工具的范围，现代疯狂的科学家们疯了，他们要造成道德上的难题，要养机器人为患、要作机器人自缚、要喧机器人夺主，最后自绝于机器人，这怎么得了啊？所以啊，大师，我们一定要抢先，在竞技的过程中，正常的科学家要快过疯狂的科学家。”,空有资料不等于人工智慧,把百科全书灌进电脑，和写出一本书，是两回事；把资料塞进人脑，和让人脑活用资料，也是两回事。真正的智慧不是储存量，而是交融、生成、创造和表达。人最该警惕的是变成“有电脑而不能活用”的呆脑袋，满腹资料却没有作品。,人工智慧;创造;知识
