id,book,source_file,source_chapter,wisdom_title,wisdom_text,theme_tags
SXS001,李敖书信集,《李敖书信集》自序.txt,《李敖书信集》自序,独立气概要经岁月验明,二十年书信里最可贵的，不是人事变化，而是异端性格与独立气概没有被岁月磨平，反而更显出来。人生若能在沧桑、忧患和年华消耗中仍保持自己的判断，不因变老而颓唐，不因吃亏而驯服，这种坚定才是真正经得起时间验明的骨头。,独立;岁月;坚定
SXS002,李敖书信集,《李敖书信集》自序.txt,《李敖书信集》自序,能公开的坦然才是真诚,李敖说这些信“并无不可对人言之处”，因为不诚之事本来不可为。人生中的坦然，不是把秘密藏好，而是做事说话时就不怕将来被人看见；能经得起收信人、旁观者和后来人共同审视的文字与行为，才有真正的诚意。,真诚;坦然;公开
SXS003,李敖书信集,001.我怎样给王尚义擦屁股.txt,我怎样给王尚义擦屁股,别用假惺惺鼓励错误道路,面对朋友或亲人的错误道路，最省事的是婆婆妈妈地附和，最难的是冷淡、拒绝和不发表假鼓励。真正负责的关心，有时会显得无情，因为它不愿用好听话延长对方的虚荣和浮动；不假惺惺，常比廉价温情更接近善意。,关心;诚实;边界
SXS004,李敖书信集,003.才吏自扰.txt,才吏自扰,清官也可能制造悲剧,私德好、守规矩的人，也可能因为自以为清白正直而过度怀疑别人、理直气壮地扰人。人生中最危险的并不总是庸人作恶，也可能是“才吏”凭善良和守正制造悲剧；越相信自己无愧，越要警惕把自己的尺度变成别人的灾难。,自省;清官;尺度
SXS005,李敖书信集,004.谁来激烈？.txt,谁来激烈？,受难记忆要留下改革材料,狱中回忆不只是个人苦难的诉说，也可能成为人权史、狱政史和未来改革的材料。经历过黑暗的人，如果还能把现场、制度和细节整理出来，就不只是为自己作证，也是在替后来者保留改变现实的依据。,记录;受难;改革
SXS006,李敖书信集,063.1981年李敖家书.txt,1981年李敖家书,错误教育会报废有希望的人,一个本有希望的孩子，若长期受错误教育影响，可能被一点点耽误到难以补救。李敖在家书里把这种结果说成“报废”，提醒人们：教育最怕方法长期错误而无人纠偏；成长被拖坏，常常不是资质全无，而是错误方法持续起作用。,教育;纠偏;成长
SXS007,李敖书信集,005.一个作家的反叛.txt,一个作家的反叛,想得清楚，写得简单,受过思想方法训练的人，不该把复杂当深刻，把自我陷溺当丰富。真正有功力的表达，是先把问题想清楚，再用简单有力的话写出来；思想若不能压缩成明白的句子，往往只是还没想透。,表达;思想;简洁
SXS008,李敖书信集,006.为“护照”而战.txt,为“护照”而战,面对拖延要逐条说清权利,权利被拖延、敷衍或稽压时，愤怒当然有用，但更有用的是把程序、责任、法律和损害逐条说清。人生中遇到不讲理的机构或强势者，不要只停在抱怨，要把对方的失职拆成可追问的事实；清楚，是反抗的一种力量。,权利;程序;反抗
SXS009,李敖书信集,007.论识货.txt,论识货,识货可贵，清醒更要紧,有人识货、有人利用，都不必立刻自喜或自卑。被人看得起当然可能带来机会，但关键是理智上仍分清集团、动机和代价；热血可以卖给识货的人，头脑却不能一并卖掉。,识人;清醒;热血
SXS010,李敖书信集,009.我才不走呢！.txt,我才不走呢！,被困住时也别交出位置,三十多年不能自由离开，并不等于一定要把自己的精神位置让出去。人生中有些限制来自外部，路被堵住时，仍可以选择“奉陪到底”：不把被困解释成失败，而是在原地继续写、继续看、继续形成自己的见识。,困局;位置;坚持
SXS011,李敖书信集,012.我为什么“战斗性隐居”？.txt,我为什么“战斗性隐居”？,不要勉强别人替你站第一线,李敖决定缓办杂志，一个原因是发行者和发行人都不宜被勉强站到第一线。做事有使命感，也要看谁在承担风险；不能把别人的好意当成替自己挡刀的义务。真正负责的行动，会先把风险位置想清楚。,风险;体谅;责任
SXS012,李敖书信集,012.我为什么“战斗性隐居”？.txt,我为什么“战斗性隐居”？,摆脱俗务是为了集中力量,隐居不是退缩，也不是孤僻的表演，而是把被会面、应酬和闲谈切碎的精力重新集中。一个人若真有世界性、永恒性的事要做，就不能让每天的俗务替他决定生命比例；远离人情，有时正是为了更强地行动。,隐居;专注;行动
