id,book,source_file,source_chapter,source_text,wisdom_title,wisdom_text,theme_tags
MSMX001,《我梦碎，所以我梦醒》,《我梦碎，所以我梦醒》序.txt,序,"《我梦碎，所以我梦醒》，多么生动的题目。滔滔者，天下皆梦也。梦不必反求诸己，可以是自己的梦、可以是别人的梦、可以新华春梦、可以金陵春梦、可以红楼梦、可以黄粱梦、可以南柯梦、可以李伯大梦、可以胡茵梦。哦，她在梦碎之后，改名胡“因”梦了。梦碎使她不再芳草如茵、梦碎使她从絮果悟出兰因，她落草了。
有梦大家做。有的梦是自己的、有的梦是别人的；有的梦是个人的、有的梦是集体的；有的梦是痴人的、有的梦是蝴蝶的。不管什么梦，其实单纯醒来都不算真醒，要梦碎了，才算梦醒。",真正的醒悟常从梦碎开始,李敖把“梦碎”写成“梦醒”的前提，提醒人不要把失望只看成失败：旧信念被事实击破，反而可能是清醒的开始。人生中最危险的不是梦碎，而是明明梦已经碎了，还用口号、面子和习惯替它续命；愿意承认破灭，才有机会重新看清现实、调整方向，并从幻觉里走出来。,醒悟;现实;自省
MSMX002,《我梦碎，所以我梦醒》,《我梦碎，所以我梦醒》序.txt,序,"五、国民党要统治中国一千年，但吹牛吹破了。现在轮到共产党了。务实的人不会笨到想推翻共产党，而是千方百计，诱使共产党变好。这是真正“休戚与共”的智慧，蛮干不是智慧。
七、海峡两岸有太多太多的梦碎、千奇百怪的梦碎。最好不要再乱做什么梦，而是睁开睡眼，务实的、斤斤计较的活下去，少做愚夫愚妇，多做善男信女，使你我在四分之一的世界里，稳住小康。多少乱做的梦，不是小康而是找死，少做一点吧，大家可以同床异梦，但别同归于尽。异梦是多少问题，同归于尽就是生死问题了。",活下去要务实到斤斤计较,李敖说不能再做会做死人的梦，而要务实地、斤斤计较地活下去。这种斤斤计较不是小气，而是对生命成本的清醒计算：时间、力量、风险和退路都要算清楚。人生中有些豪言会把人推向无谓牺牲，真正成熟的勇敢，是在残酷现实里保存自己、保存行动能力，并把理想放到能活下去的路上。,务实;生存;风险
MSMX003,《我梦碎，所以我梦醒》,《我梦碎，所以我梦醒》序.txt,序,"2011年2月，我花了40天，写了那本《大江大海骗了你》；9个月后，我花了17天，写了这本“我梦碎，所以我梦醒”。其实，对我而言，写这类书有点失之浪费青春，不，浪费老年。
浪费老年，我知道，但我义愤之下，忍不住，还是一写再写，但求浪费的时间少一点。用17天率尔完成此书，而不再是40天，是我的进步。我76岁了，我率性，但我把浪费缩短了。",老年最该保护的是剩余时间,李敖说写这本小书是在“浪费老年”，但又用十七天把浪费缩短，背后是一种晚年时间观：年岁越高，越不能被无谓议题拖走。人生到后段，最重要的不是证明自己还会生气，而是知道哪些事值得用余日兑换，哪些事只该迅速处理、迅速放下，把最好的精力留给真正能留下来的作品和判断。,时间;晚年;取舍
MSMX004,《我梦碎，所以我梦醒》,《我梦碎，所以我梦醒》序.txt,序,"当然圣者智者不服气，他要“知其不可而为之”，但他们被压缩了、被挤开了。
现在只剩下一条路了，就是“拼命写书”，在极权政府管不到你的小范围里写书。比起新科技下排山倒海的传播工具来，写书已近末路，但只有与穷途相连，才有末路。穷途末路本来就是古今中外志士仁人的标准处境，只有写书是有能为力、是自己的园地、是耕耘所向与耕耘所在。
我越来越觉得我只剩下写书的小世界。在小世界里写大书。其他非大书的写作，都不能畅所欲言，冥冥中总觉得有《1984》（Nineteen Eighty-four）故事中的“老大哥”在虎视、在冷眼，写得非常不自在。在新浪网微博写的每则140字框框，就是如此。虽然5个月内来了250万读者，但是他们只看到140框框内的我，他们看到的不是140个字，而是140分之1的我，许多时候，我把我自己越写越小了。
还是写大书吧、写我能在中国东方的一个岛上随我高兴写出来的书、逍遥出来的书。也谈不上什么销路，只是留下“书种子”而已。留下“书种子”多么重要，它象征乱世中国或治世中国里，还有活人、独处一室光芒万丈的活人。",小空间里也能留下大种子,李敖说当空间被压缩，志士仁人也许只剩“拼命写书”这一条路，于是要在小世界里写大书，留下书种子。人生中外部舞台不一定由自己决定，但能否把有限缝隙用到极致，却仍有选择。不能行动时就保存思想，不能扩张时就凝结作品，小空间也可能成为未来的种子库。,写作;限制;传承
MSMX005,《我梦碎，所以我梦醒》,001.我梦碎，所以我梦醒.txt,我梦碎，所以我梦醒,"和平、互信、通航、买卖香蕉……都是公约数，没有争议。再拉高一点吧，熊猫怎么样？熊猫在台湾叫猫熊，好吧，就猫熊。猫熊怎么样？看来效果有限。猫熊不大好做政治发挥；故宫呢？故宫办了两岸合璧的《富春山居图》，发挥了一时公约的效果，可是久了，除了逃避现实的艺术批评者，没人再富春了，作为公约数，也不能持久了。还是孙中山吧，孙中山通吃了革命，又死得早，又红又专、又蓝又钻，就是他吧，可是整年炒作孙中山，弄得毫无新鲜感了，找个应时一点的吧。于是，“辛亥革命”应运重生了。2011年，正好是“辛亥革命”100年。就是它，大家公约一下，就炒它吧。唯一落差是海峡那边，重点放在“辛亥百年”上；海峡这边，重点放在“建国百年”上。“辛亥百年”当然不等于“建国百年”，因为“辛亥革命”建出来的“中华民国”，早就在1949年38岁时亡国了。可是海峡这一边不管，由小白脸马英九带头唱大花脸，硬要举办“建国百年”活动呢。这不但与史实不符，并且非常非常非常不要脸。若说办的是“冥寿”，也就罢了。马英九办的偏偏不是“冥寿”，而是“活见鬼的生日”，这就坐实自己真是不要脸了。马英九政权说“中华民国”的台湾占中国领土千分之三。请问千分之三可以代表中国吗？并且，一代表就代表60多年吗？不要脸的马英九政权说自己“小而美”，有代表性，这就令人纳闷了。男人身上有千分之三的凸出物，难道“中华民国”以此自居吗？如所剩的千分之三的确如此精华，谅也自成一说，只是司马迁的大头不以为然而已。总之，不管哪个百年，都是百年梦碎。梦碎是残酷的，却是重要的。因为只有梦碎，才使我们梦醒。
我梦碎，所以我梦醒。
我梦碎，所以我梦醒。
让我们一起梦醒。",共同口号先要接受事实核算,李敖质疑“辛亥百年”被说成“建国百年”，关键不在名词之争，而在提醒人们：再热闹的共同口号，也要先经得起事实核算。人生中遇到人人鼓掌的说法，不要急着加入合唱；先问时间、证据、定义是否对得上。若公约数是算术错误，建立在上面的热情越高，醒来时越痛。,事实;口号;清醒
MSMX006,《我梦碎，所以我梦醒》,002.“公投”梦碎.txt,“公投”梦碎,"结果，2004年“公投绑大选”中，公投项目，竟然是买不买飞弹等枝枝节节选项，真正该依《民进党党纲》“以公民投票方式”建立“台湾共和国”的大目标，也就是所谓“台独公投”，反倒给出局了。
2004年11月20日，国民党连战说：“真正要玩，就办台独公投。”2004年11月21日，民进党陈水扁说：“你以为我不敢吗？泛蓝‘好胆唛走’(注：有种别逃)！”太好了，国民党主席和民进党总统都深明关键所在，就在“台独公投”，其他都是不敢、都是玩假的。但是，在连、陈二位都揭示“台独公投”大对决的勇敢后，如今一个下野、一个入狱，我们眼巴巴的等，却只见空转，“好胆唛走”的，却自己把自己吓跑了。
妙的是，国民党马英九见人食髓而知味，师陈水扁“公投绑大选”故技，也喊出“公投”来了。天知道这混蛋要“公投”什么。立刻，民进党抓住机会，像抓住了同性恋者多出的那一坨，又“公投”“公投”喊起来。吓得马英九连夜发新闻稿往后缩，可是太迟了、太迟了，台湾人的公投并发症又惹起来了。但是，“公投”大梦还能做吗？",表演勇敢不等于真的承担,李敖看见有人高喊公投，到了可以表态时却避开投票，由此指出姿态与承担之间的差别。人生中许多勇敢只是舞台动作，喊得响、站得高、话说得硬，却在需要签名、投票、负责、付代价时退后。真正的信念不是看人怎样表演，而是看关键程序来临时，他愿不愿意把自己押上去。,勇气;承担;姿态
MSMX007,《我梦碎，所以我梦醒》,003.“台独”梦碎.txt,“台独”梦碎,"“台独”分子标榜台湾独立建国，他们要革命、要打拼。不论要什么，重点必须出之以行动。要革命吗？那得付出抛头颅、洒热血、坐穿牢底、横尸法场的代价，但遍查国民党伪政府的抓人杀人记录，被杀的，成千上百，统统都是共产党。“台独”分子被关者偶有之，但被杀的只有一个，还是精神病患者。这一统计，告诉了我们，如果“台独”分子是真货、是玩真的，为什么总能逍遥法外？为什么总是热血腾腾，但却流出来的这么少？
最有戏剧性的变化是，大喊台湾独立万万岁的陈水扁当家做主后，他并自称是“台湾总统”了。那么为什么不赶快易龙旗、废国号、改宪法、奉台湾正朔呢？原因是，他是“台独”分子的假货，他不敢。至于其他的“台独”分子呢？他们的主力，都在台湾或回台湾“鸡犬同升”的做官了、做民意代表了、做政党大员了，除非为了选票，他们也懒得口号台独了。他们清楚知道台独只能弄假，不能成真。有政治利益好分的今天，他们才不那么笨。
我必须要坦承，我不能够骗自己，也不能够骗别人。我做不到就是做不到。在我总统任期内要把国号改为台湾共和国，我做不到，前总统李登辉在他过去12年任期也没有做到；我相信，即使现在总统给他做，他也一样做不到。
台独、台独、台独、台独，最后真相，原来如此，全是骗局！",不要让旗帜替你完成思考,李敖拆解“台独”神话时，真正可取的人生智慧是警惕旗帜化思维：一个词一旦被神圣化，人就容易把复杂现实交给它代管。人生中任何立场都不能只靠名称发光，越是激动人心的旗号，越要追问它的代价、可行性和真实后果；让旗帜替你思考，最后常会让现实替你收账。,立场;思考;代价
MSMX008,《我梦碎，所以我梦醒》,004.“国家”梦碎.txt,“国家”梦碎,"不但儿女发了红，连弟弟也保不住，七弟陈训惠也出了问题。陈布雷死后，除长子陈迟（积泉）学农，在台湾做农业专家外，夫人和子女们都“投共”了。三子陈适（积皓）同济大学毕业，学工，是铁路工程师，原被国民党派到奥地利工作，后来“回归”大陆了。长女陈绣也入了共产党。
陈布雷一辈子要救国家，结果“误国之罪，百身莫赎”。最后，且发现他的亲人比他“正确”，他在“中华民国”亡国前夜，终于一死了之。
陈布雷最后以“感激轻生之士”收场，要以一死来证明他不得不证明的，他知道他做的是什么——终于用他所能做对的一件事，了结了他做错的许多事。他的太太王允默在陈布雷《回忆录》前记中说，陈布雷最后感到“徒耗国力，愧对民众，生不如死。故遗书中，力劝朋友及时努力国事，勿使老大伤悲。是以先夫子之死绝不是仅为一人、为一事之刺激率尔轻生，盖其志在以一死励大众也”。这种解释是不妥当的。陈布雷并非“志在以一死励大众”。事实上，他以死所励者少，而是以死自剖者多。他终于用一死证明了知识分子跟国民党合作的悲惨下场，他告诉大众他过了错误的一生，他用一死否定了他一生的鞠躬尽瘁，在“油尽灯枯”的摇曳里，他把一死，注入了新的意义——那个为他所明知却又欲说还休的意义，他把光明重新点亮，虽然他自己却误上贼船、“百身莫赎”，永远殉葬在黑暗里了。
陈布雷在“国家”梦碎前自己先梦碎。他的梦碎，阻止不了任何历史的必然。“国家”追随了梦碎。",名称不能复活已经改变的现实,李敖在“国家”问题上不断逼问名实，提醒人不要把名称当成现实本身。人生中很多关系、组织和身份也会如此：牌子还在，结构已变；称呼没改，力量早空。成熟判断不是守着一个旧名词自我安慰，而是承认事实已经移动，然后按新的现实重新安排选择。,名实;现实;判断
MSMX009,《我梦碎，所以我梦醒》,005.“中华民国”亡国考.txt,“中华民国”亡国考,"写到这里，国民党一定说我目无“中华民国”了，一定对我大施挞伐了，且慢、且慢，还是看看贵总裁的一篇演说吧！贵总裁在1950年3月13日，在“阳明山庄”讲《复职的使命与目的》，就有这么一段：
我自去年一月下野以后，到年底止，为时不满一年，大陆各省已经全部沦陷。今天我们实已到了亡国的境地了！但是今天到台湾来的人，无论文武干部，好像并无亡国之痛的感觉，无论心理上或态度上，还是和过去在大陆一样，大多数人还是只知个人的权利，不顾党国的前途。如果长此下去，连这最后的基地——台湾，亦都不能确保了！所以我今天特别提醒大家，我们的中华民国到去年年终就随大陆沦陷而已经灭亡了！我们今天都已成了亡国之民，而还不自觉，岂不可痛？我们一般同志如果今日还有气节和血心，那就应该以“恢复中华民国”来做我们今后共同奋斗的目标。
看到了吧！照贵总裁的说法，“中华民国”早在“去年（1949）年终”就“灭亡”了，这不是“亡国”又是什么？可见说“中华民国”未亡者，自不符合“总裁言论”也！感而有诗，翻作一首：",用对方自己的证据最能破神话,李敖喜欢从对方的文件、讲话和制度文本中找破绽，因为外部批评容易被说成偏见，对方自己的记录却很难抵赖。人生中要反驳一个坚硬神话，不必只靠情绪或立场，最好回到原始材料，让事实自己开口。证据若来自对方承认的系统，穿透力往往比一百句怒骂更强。,证据;方法;破除迷信
MSMX010,《我梦碎，所以我梦醒》,006.蒋介石不止一次自承“亡国”.txt,蒋介石不止一次自承“亡国”,"自欺欺人的实例太多、太多了。首当其冲的，是点破“中华民国”已经不是一个国家，因为它“亡国”了，“亡国”了还是哪门子国家？妙的是，说“中华民国”亡国的不是别人，乃是“中华民国”的总统蒋介石，多讽刺啊！多有证据力啊！
上面这篇《“中华民国”亡国考》，是我1984年9月3日写的，距今27年了。也就是说，我早在27年前就用证据点破“中华民国”早就“亡国”了。我特别落墨在“亡国”这一惊悚字眼上，因为只有这一字眼出现，才算是休止符。我特别戏谑性的挖出蒋介石的秘密谈话来印证“亡国”，是很毒辣的手法。这一手法，震惊了国民党文工会主任廖风德。在TVBS电视台碰到我，他告诉我，当时他们一方面吓呆了，一方面咬定李敖造谣。后来一查，果然“亡国”之言见于他们总裁的全集，只好暗中饮恨。我说：张其昀、秦孝仪编的你们总裁全集，都在“亡国”语气上动过手脚，都不如蒋介石原来的秘密谈话原件完整呢。廖风德偷偷告诉我，他佩服我，佩服极了。
本院第14期研究员的成分，来自教育文化方面的总要占四分之一。在这一年以来，我关于教育对革命建国的关系讲得很多。总之我觉得今后的教育方针和教育设施，绝不能再和过去一样的办法。可怜我们现在的情势已经是濒于亡国了，假使还要再亡国一次，那就太对不起国家和一般人民了。",听人说话要保存时间线,李敖排比蒋介石不同时间的说法，显示同一个人前后承认过什么、后来又怎样改口。人生中判断一个人或一个组织，不能只截取当下最方便的一句话，而要保存时间线：他说过什么，何时说，处境如何，后来如何解释。记忆一旦有顺序，许多自我包装就会露出缝。,时间线;言行;判断
