id,book,source_file,source_chapter,source_text,wisdom_title,wisdom_text,theme_tags
SLXY001,《世论新语》,《世论新语》自序.txt,《世论新语》自序,"《世论新语》在书名上，自是从一千五百年前刘义庆《世说新语》而来。中国人写书，普遍毛病是犯头巾气，《世说新语》却是脱帽后的闲谈，每个故事落墨不多，或优美、或洒脱、或惊心、或动魄，都是很有味道的。
老友段宏俊办《世界论坛报》，拉我写《世论新语》专栏，虽在文体上、范围上，不同于一千五百年前的著作，但在落墨不多、为文恣肆上，却媲美前人。我曾自负性的写实说“五十年来和五百年内，中国人写白话文的前三名是李敖、李敖、李敖，嘴巴上骂我吹牛的人，心里都为我供了牌位”，设想我如果写的不是白话文而是文言文，则早生一千五百年，其前三名，也非我莫属。刘义庆后五百年出了欧阳修、苏东坡，千百年后重看他们的文章，却发现他们文胜于质，文字优美、思想贫乏。我想我若生在古代而以文显，纵笔所之，亦必于文言文上有以开拓新境界。
这本《世论新语》，是一种“短促突击”式文体的结集。我生平善写各体文章，但一连串写了这么多“截长补短”的专栏，却是纵横文海许多年来的第一次。爱其出神入化、乐其新奇可喜，特汇而成书，以给读者在看《千秋评论》以外，别得异趣也。",短文也要言有物,李敖在自序里说《世论新语》多是短篇，但短不是随便，仍要有话可说、有秩序可看。人生中的表达也一样，篇幅小、场合急、时间短，都不能成为空洞的借口；越是短促的发言，越要把判断磨尖，把废话削掉，让一句话承担它该承担的分量。,表达;写作;言之有物
SLXY002,《世论新语》,《世论新语》自序.txt,《世论新语》自序,"我这些话，并非狂言。唐宋八大家的文章，在比较务实的清朝文章家眼中，实在漏洞百出。清朝的方苞少有文名，并以此自矜，后来到了北京，见到万斯同，万斯同跟他说，你整天迷恋古文，其实唐宋八大家中，除了韩愈文章中稍通圣贤之道外，其余七家，作了一辈子的文章，所说多空洞无裨实际。方苞经这一点醒，改治经学，以“学行继程朱之后，文章在韩欧之间”自期。他是桐城派开山祖师，桐城派作文标榜“义法”。“义”是“言有物”，“法”是“言有序”，立意固佳，可是他们的才具却跟不上。他们在义上虽然不像宋朝人明朝人那样空疏无学，但在思想上还是难脱中国道统乃至宋明理学的樊笼，则其“义”也，也就无足观；至于“法”上，更是放不开，从佛经的禅语、到语录的口语；从骈文的俳语、到诗歌的集语……在在都是他们严防之列。结果文章选出来、写出来，谨严有余、变化不足；规格林立、雄奇独缺。论思想，不能超迈古人；论文字，且在古人之下。桐城派在作文上下了那么大的功夫，结果空忙了一场，更使中文头巾气了。
中文的最后解放，在文言文方面是由梁启超总其成的。梁启超自谓：“夙不喜桐城派古文；幼年为文，学晚汉、魏、晋，颇尚矜炼。至是（办《新民丛报》）自解放，务为平易畅达，时杂以俚语、韵语及外国语法；纵笔所至不检束。学者竞效之，号新文体。老辈则痛恨，诋为野狐。然其文条理明晰，笔锋常带情感，对于读者，别有一种魔力焉。”
梁启超虽然把文言文写活了，但文言文究竟是一种死文字，再活也是“诈尸”“赶尸”式的活法。到了文学革命出来，终由白话文代领风骚，自此中文正宗，自文言转为白话。白话文当行，大家都写白话文了。
白话文看起来虽是口语易写，但在文字上，由于正宗基础太薄弱，真正能写得好一手白话文的，并不多见，反倒是走上“新八股派”“新之乎者也派”“旧的吗了呢派”“新鸳鸯蝴蝶派”等错路上去，再加上思想上的混乱与无知，所以论文字、论思想，殊多败绩。这种败绩，直到李敖出现，才一切改观。",漂亮文字不能替代思想,自序里谈到文胜于质、头巾气太重的问题，提醒人不要把文字的漂亮误当成思想的有力。一个人说话写作若只剩腔调，最多赢得一时好看；真正能留下来的，是能把经验、判断和事实组织起来的能力。,思想;文风;表达诚实
SLXY003,《世论新语》,001.新专栏——疯老虎出场.txt,新专栏——疯老虎出场,"二十五年老友段宏俊，独力办报，转眼一年；拉我写专栏，也转眼一年。一年来，我骂人无算，把他辛苦建立的公共关系，破坏无遗。目前段宏俊的处境，已被我害得正如四十年前《保卫大台湾》歌词的一句：“我们已经无处后退，只有勇敢向前。”于是，他又力排众议，拉我再加一个专栏。
日前我们的老友黄三回来，吃饭时三人谈笑：当年沈常福马戏团，全团只有一只老虎，但是虎虎生风。如今老段的报纸，其实也只有李敖一只老虎，并且还是疯的。既然一山不容二虎，只好一虎化为两条，以《世论新语》与《李敖论坛》两个专栏，虎虎生“疯”。白居易《桂华曲》说：“遥知天上桂华孤，为问嫦娥更要无？月宫幸有闲田地，何不中央种两株？”如今老段不怕嫦娥被疯老虎吃到肚里，乾纲独断，我看也快疯啦！",用锋利的人要承担锋利的代价,李敖借“疯老虎”说出一种用人常识：一个人的锐气若正是他可贵之处，就不能又想借他的锋芒，又要求他温顺如猫。人生里结交、合作、用人都要明白，选择有棱角的人，等于选择了他的力量和代价；想要成果，就别幻想只保留好用的一面。,用人;个性;代价意识
SLXY004,《世论新语》,002.高玉树与三面无耻.txt,高玉树与三面无耻,政治大家玩，有三边会谈、有三头马车、有三老五更、有三民主义……但有三面无耻者，却是闻所未闻。高玉树因不满国民党把他“踢到楼上去”（kickupstairs），特在楼上，玉树临风，招起红袖，向民进党的尤清抛起媚眼来。8月14日国民党《中央日报》以《高资政》为短评，认为高玉树对国民党“谰言报德”，反问他“当年以非国民党员之身，竟两度自‘乌鲁木齐’中获选为市长”，如何解释？其实，照国民党大特务的秘密刊本《蔡孟坚传真集》透露，这根本是国民党与高玉树间的一番秘密作业——国民党没原则的利用高玉树，高玉树也没原则的利用国民党；民进党没原则的利用高玉树，高玉树也没原则的利用民进党，三方面都是无耻的。其中高玉树排列组合于两党之间，左右逢源，无耻加番，以两面人做三面事，真无耻之尤矣！,没有原则的灵活只是互相利用,文中把多方讨好、左右逢源看成三方面彼此利用的局面。灵活本来可以是智慧，但若没有价值底线，就会退化成谁都不真信、谁都可出卖的机会主义；成熟的人可以周旋，但不能把周旋当人格。,原则;机会主义;处世
SLXY005,《世论新语》,003.退党中的进步.txt,退党中的进步,"选举在即，国民党抢鸡肉不遂者、民进党抢鸡骨头不遂者，势必一一退党竞选。入主出奴之间、入奴出主之间，煞有好戏可看。
先在8月14一天，国民党中央政策会副主委李宗仁，就扬言不惜退党；而国民党苗栗县长初选候选人林火顺，更率众北上，示威于中央党部大门前，且集中捆起一包包党证，想把七千张党证，一举而焚之！
国民党组工会表示不受威胁，这种态度是错的。按照国民党家法，是只有我开除你、不许你自己滚的，如今有党员自行退党，岂非国民党的一大进步？不过，西方民主国家的退党，是以政见不合，不合则去的；国民党这些小叛徒却是提名不遂、愤而求去的。人家的不合则去，是丘吉尔（Churchill）式的； 而这边的愤而求去，却是“求利耳”式的，前者是政治家，后者只是台湾土政客，差得远啦！",离开组织也要问动机,离开一个组织并不天然高尚，关键要看是为了原则、尊严和判断，还是为了利益、位置和风向。人生中退出、转向、换阵营都可能有正当理由，但最骗不了人的，是自己心里到底在追求自由，还是在追求更舒服的算盘。,动机;组织;自我审查
SLXY006,《世论新语》,004.视听真乱了.txt,视听真乱了,"高资政占公产不放，反拖钱资政下水，说钱穆和我高玉树一样。钱穆“心有未甘”，投书自明。但自明了一大篇，我们看来看去，还是十足占公产不误，唯一不同的是蒋介石帮他占的而已，但蒋介石帮他占，也是占啊！
在占公产上，钱穆其实不如高玉树，高玉树真小人，占就占了；钱穆却伪君子，占了还大谈“委屈”、还要“以正社会人士之视听”。但是伪君子的手法，却比真政客高呢！社会视听中，《联合报》公开说他有“狷介风范”、《中国时报》公开说他“读书人的骨气却表露无遗”……这真是笑话！钱穆住蒋介石假公济私来的豪华别墅，二十二年来一块钱都没花，这是哪一门子“狷介”？哪一门子“读书人的骨气”？社会视听被王惕吾、余纪忠这些混蛋颠倒如此，视听真乱了！",道德光环要接受利益盘点,李敖质疑所谓高风亮节时，不停追问公产、特权和实际利益。一个人名声再好，也不能免于利益事实的盘点；真正的清白不怕问钱从哪里来、权从哪里来、方便从哪里来，怕追问的光环，往往只是灯影。,清白;利益;名实检验
SLXY007,《世论新语》,005.还是出击自己吧！.txt,还是出击自己吧！,"所谓“中国人权协会”，将在8月20日组团前往北京。由于中共反对用“中国人权协会”名义，这个团就改称“台湾教授大陆访问团”，团员包括柴松林、雷飞龙、李伸一、傅昆成、丁庭宇、高崇云、彭芸等教授，由于这个会是半官方团体，这些教授是国民党或国民党同路人，这些货色能够“赴大陆调查狱政”，查出多少客观的真相，也就可想而知矣！
我总觉得，这些货色与其“跨海出击”，如8月9日《中时晚报》所说，倒不如停下脚步，原地“出击”一下自己。像柴松林之流，写文章、上电视，满口仁义道德、自由人权，但是对台湾狱政的黑暗，不敢置一词，从来也不敢“调查”，反倒拿国民党的钱，一堂课一堂课的跑到“仁爱庄”等监狱，朝政治犯洗脑。这些人，根本是蹂躏人权的帮凶，却还出击别人呢，真丢死人了。",批评远方以前先照见身边,文中把对外部人权的关心拉回本地现实，提醒人不要只在安全距离外正义感充沛。人生里的批判若总挑远处发作、避开身边黑暗，就容易变成姿态；真正的良知，要敢从自己所在之地开始负责。,自省;公共良知;责任
SLXY008,《世论新语》,007.睁眼说瞎话.txt,睁眼说瞎话,"高玉树8月6日在尤清主办的竞选晚会上发表演说，事后却说他不是助选，盼大家勿做助选联想云云——自己明明是助选，却睁眼说瞎话，故意用谎话耍人、拿人当白痴，这就未免太可恶了。
其实这种可恶是跟国民党学的。国民党最擅此道：明明关起张学良、孙立人，却说他们“行动自由”，明明关起政治犯，却说“中华民国没有政治犯”；明明到处东西厂，却说“除人㈡外，我想在中华民国没有特务单位”；明明三十多年不准办报，却说“我国亦无‘报禁’之事实”；明明一个个驾机投共，却说这是飞行“迷航”；明明用人考虑省籍与党籍，却说“不分畛域”“用人唯才”……明明外蒙古自己签字让它独了立，却说外蒙古属于中华民国的版图……可见睁眼说瞎话，高玉树还低段得很那！",欺负人之后再欺骗人更坏,李敖反复批评粗糙谎言，因为这种谎言不只遮盖事实，还把受众当傻瓜。做错事已经可恶，事后再用拙劣话术骗别人，就多了一层侮辱；真正的悔改从停止欺骗开始，而不是从包装错误开始。,诚实;谎言;尊重他人
SLXY009,《世论新语》,009.自己出版自己看.txt,自己出版自己看,"英国牧师卡尔顿（Charles Caleb Colton）对写作之业，慨乎言之。他说此业有三难，得佳题而写之，一难也；得善类而印之，二难也；得解人而识之，三难也。（There are three difficulties in authorship: to write anything worth the publishing, to find honest men to publish it, and to get sensible men to read it.）
作者本人的问题，如何修辞立其诚、如何下笔如有神、如何写值得一写的东西，只是第一道关，第二道关就碰到出版者的问题，第三道关就碰到读者的问题。对后两者我生平的总感觉是出版者大多无胆量、读者大多无心肝；无胆量，就偶尔打电话劝你别写这别写那；无心肝，就常常写信来催你要写这要写那，肝胆两无之下，求其相照，高人苦矣。所以，真正的高人要自己出版自己看，这才痛快。",写作难在把责任接到底,文中谈写作要有值得写的内容、敢出版的人，也要遇到懂得阅读的人。真正的写作者不能只怪环境，还要在找不到位置时自己承担传播责任；有些话若确实重要，就要想办法让它抵达，而不是只在抱怨中夭折。,写作;传播;承担
SLXY010,《世论新语》,010.“英明领袖”何能被欺瞒？.txt,“英明领袖”何能被欺瞒？,"追随孙立人将军、担任参谋十二年的陈良埙等，8月16日发表谈话，认为“孙立人事件”，完全是有心人士为排挤孙立人，而编造出来的一份蹩脚剧本，步步入人于罪。他们相信这一事件是在欺瞒领袖的情形下发生。
陈良埙的弟弟与我同学，我呼陈良埙为大哥。近年来时相过从，二十多天前还介绍孙立人的妹妹到我家来看我，这位老太太是辛苦一生的教师，一点积蓄，被萧孟能诈骗而去，至今未还，苦不堪言。为“孙立人事件”的解释，我与大哥常起辩论。大哥说事件发生乃因领袖被欺瞒，我说既然是“英明领袖”，哪有被欺瞒之理？说“英明领袖”被蒙在鼓里，是不知蒋介石者也！愚忠如此，难怪大哥要被“老大哥”（Big Brother）作弄至今也！",位置越高越不能说自己被蒙蔽,李敖嘲讽高位者总说被下面欺瞒，指出权力位置本身就包含知情和追责义务。一个人职位越高，越不能把无知当避难所；你可以被人骗一时，却不能长期靠“我不知道”来保住权威和清白。,领导责任;知情义务;担当
