id,book,source_file,source_chapter,source_text,wisdom_title,wisdom_text,theme_tags
BJFS001,《北京法源寺》,003.第二章——寂寞余花.txt,第二章——寂寞余花,青年人站在台阶旁边第一块旧碑前面，仔细看着碑文，又蹲下来，看着龟趺，他好像对龟趺比对碑文更感兴趣。龟在中国，是一种命运的象征。中国人自古就烧龟的背，从裂纹里判断命运，在中国人眼中，千年王八万年龟，龟是长寿的动物，它有足够的阅历来告诉人类吉凶福祸，可惜的是，龟不说话，所以只好用火刑逼供。烧出的裂纹，经过解释，有利，皆大欢喜；不利，就不敢动。唐太宗为了抢政权，杀他哥哥和弟弟的时候，左右劝他下决心，不然你哥哥弟弟就要杀你，唐太宗始终犹豫，最后搬出乌龟来问卜，张公谨走上去，抓起乌龟，丢在地上，说卜以决疑，不疑何卜？今天要做这事，已不容怀疑，如果卜的结果不吉，难道就不做不成？于是唐太宗就不问卜了。周朝灭商朝以前，也先问卜，结果竟是不利，大家都害怕了，姜太公把乌龟丢在地下，用脚去踩，说死骨头哪里知道什么吉凶？于是周武王还是出兵了。在中国历史上，除非这种英雄豪杰，没有人敢打破这种传统的信仰。,真正该做的事不靠占卜决定,康有为看龟趺时想到唐太宗、周武王都曾在大事前问卜，但真正的英雄豪杰敢在形势已明时把龟甲丢开。人生中也一样，占卜、征兆和别人的态度，只适合帮助我们处理疑惑；一旦事情的是非和必要已经清楚，继续求签问卦，不过是在替犹豫找借口。真正的决断，是在关键时刻承认自己已经知道该做什么，然后承担结果。,决断;行动;勇气
BJFS002,《北京法源寺》,003.第二章——寂寞余花.txt,第二章——寂寞余花,“刚才我说过，判定善的真伪，要从一个人做出来的看，而不是想出来的说出来的看。这个标准，也许不理想，可是它很客观。你口口声声要问一个人本来的心迹，你悬格太高了，人是多么复杂的动物，他的心迹又多么复杂，人的心迹，不是那么单纯的，也不是非善即恶的，事实上，它是善恶混合的、善恶共处的，有好的、有坏的、有明的、有暗的、有高的、有低的、有为人的、有为我的。而这些好坏明暗高低人我的对立，在一个人心迹里，也不一定是对立状态，而是混成一团状态，连他自己也弄不太清楚。心迹既是这么不可捉摸的抽象标准，你怎么能用这种标准来评定他存心善、还是存心不善不恶、还是存心恶、还是有心为善呢？心迹状态是一团乱麻，是他本人和别人都难分得一清二楚的啊。所以，我的办法是回过头来，以做出来的做标准，来知人论世、来以实践检验真理。我的标准也许比较宽，宽得把你所指的存心善以外的三类——就是存心不善不恶、有心为善、甚至是存心恶的三类都包括进去了，只要这四类都有善行表现出来，不管是有意的无意的好意的恶意的，只要有善行，一律加以肯定。所以我才说，唐太宗肯盖这个悯忠寺，是种善因。”,善意要用行动来检验,佘法师反驳“只看心迹”的善恶判断，指出人的内心常是善恶明暗混成一团，连自己都难分清楚。人生中最可靠的判断，不是听一个人怎样说明动机，而是看他究竟做出了什么；善若不能落成行为，就容易变成自我美化，只有经得起实践检验的善，才真正进入了世界。,善行;实践;判断
BJFS003,《北京法源寺》,003.第二章——寂寞余花.txt,第二章——寂寞余花,“这要看对谁来说。如果某甲有一两黄金，他出九钱盖庙，哪怕只能盖一砖一瓦，这是善行；如果某乙有十万两黄金，他出一千两盖了整个的庙，他的善行，比起来像善因，很难算是善行。”,衡量付出要看比例不是声势,康有为用一两黄金出九钱与十万两黄金出一千两作对比，提醒人们不要被外在规模迷惑。人生中评估付出，不能只看数额、场面和掌声，而要看那份付出占了一个人多少所有、多少能力、多少安全感；有些小小的一砖一瓦，比宏大的整座庙更接近真正的牺牲。,付出;善行;分寸
BJFS004,《北京法源寺》,003.第二章——寂寞余花.txt,第二章——寂寞余花,“唐太宗身为皇帝，当然不止是十万两的某乙，他盖悯忠寺，不能算是善行。何况，他有权力根本就不使盖悯忠寺的理由发生，那就是何必出兵打高丽？不打高丽，就不会死人，就无忠可悯，所以，唐太宗如根本不打高丽，那才算是他的善行。”,有权力的人最大的善是少制造灾难,唐太宗盖悯忠寺追念死者，在康有为看来仍不如当初不发动战争。人生中也是如此，事后补偿、纪念、忏悔当然有价值，但对有权力、有资源的人来说，最高明的善常常不是灾难发生后做多少善后，而是在一开始就不让伤害发生；能不制造痛苦，比制造痛苦后再去安慰更根本。,权力;责任;善行
BJFS005,《北京法源寺》,003.第二章——寂寞余花.txt,第二章——寂寞余花,“真正的唯心是破除我执，释迦牟尼与何罗逻仙人辩道时说：‘若能除我及我执，一切尽舍，是名真解脱。’我执就是主观的心，善如果没行出来，只凭主观的心认为已经是善就善了，这是唯心的魔道，不是唯心的正道。唯心的正道是破除这种凭想凭说就算行了善的魔道。真正的唯心在告诉人什么是唯心的限度、什么是光凭唯心做不到的。比如说吃饭，必须吃，想吃和说吃并不算吃，一定要有吃的行为；善也是这类性质，善要有行为，没有行为的善才真是伪善。”,光凭想善说善并不算善,佘法师说“想吃和说吃并不算吃”，善也一样，不能只停在心里和嘴上。人生中自认为心地好、出发点好，并不能抵消没有行动的事实；真正破除我执，不是陶醉在“我很善良”的自我形象中，而是把善落实到可被别人感受到的行为里。,行动;善行;自省
BJFS006,《北京法源寺》,003.第二章——寂寞余花.txt,第二章——寂寞余花,“对了，你先生真是好记性，这位程先生跟袁督师不但素昧平生，甚至可说还有点不愉快，因为他三次求见袁督师，袁督师都没见他。袁督师被捕以后，他一再替袁督师喊冤，结果被判死刑。他死的时候，说我不是为私情死的，我是为公义死的。先祖是跟袁督师多年的仆人，他为袁督师做的，私情的原因占得很重。但这位程先生做的，却全是争正义、争公道，在皇帝发了大脾气要杀人的时候，他为袁督师仗义执言，他的为人，可真有性格。可惜他只是一个布衣，没地位，也没什么名。由这位程先生的事，可以想到袁督师的伟大，感人至深。我还记得程先生呼冤书里的几句话，他说：‘举世皆巧人，而袁公一大痴汉也！惟其痴，故举世最爱者钱，袁公不知爱也；惟其痴，故举世最惜者死，袁公不知惜也。于是乎举世所不敢任之劳怨，袁公直任之而弗辞也；于是乎举世所不得不避之嫌疑，袁公直不避之而独行也。’这就是你先生看到的‘一对痴心人，两条泼胆汉’的渊源。”,公义高于私情才显出人格,程本直与袁崇焕素昧平生，却能在皇帝震怒时替他喊冤，因为他不是为私情死，而是为公义死。人生中最能显出人格的，不是替亲近的人说话，而是在没有私利、没有交情、甚至可能招祸的时候，仍肯为公平讲一句话；正义若只服务熟人，便仍停在私情里。,公义;人格;勇气
BJFS007,《北京法源寺》,003.第二章——寂寞余花.txt,第二章——寂寞余花,“在近代中国，为国家做大事很难，政治中守旧的势力和小人势力太大了，这两大势力都是明明摆在那儿的，所以想为国家做大事，什么下场也都可以事先看得出来；既事先看得出来，还要不怕死、还要做，除了是一大痴汉外，还有谁肯干？凡是肯干的人，都要准备悲剧的收场。”,做大事要先看见悲剧成本,康有为与佘法师谈近代中国，知道守旧势力和小人势力都摆在眼前，仍有人肯做，便须准备悲剧收场。人生中真正的大事，往往不是不知道危险才去做，而是看清了危险仍不退缩；若只愿在保证成功、保证安全时行动，就只能做小事，不能承担时代或人生的硬仗。,承担;做事;勇气
BJFS008,《北京法源寺》,003.第二章——寂寞余花.txt,第二章——寂寞余花,“他死那年我二十四岁，经史子集倒念了不少，我走的路，也是中国一般知识分子走的老路，就是念古书、应科举。可是九江先生的身教，却给我极大的影响，尤其他死前用火一本一本烧掉他一生的心血，左一本国朝学案、右一本国朝名臣言行录；左一本蒙古记、右一本诗文集……烧得满地都是灰，看得我眼泪都流下来了，劝也劝不住。九江先生立身极为严肃，他临死以前烧他一生著作，态度平静而坚决，他古书念得那么好，科举也考到进士，可是临死前，却用行动表示了这些都不是中国知识分子真正的路，人该尽弃俗学，以行动救世。他这些意思，并没空口要我们学生如何如何，相反的，他说得很少。只在最后临死前来了这段不言之教，等于现身说法。他虽在死前三十多年就离开科举与官场，可是下半生三十年的讲学著书生涯，他竟也在死前加以否定，认为不切实际。他这一烧一死，使我根本上受了大刺激。九江先生死后，我到北京来，开开眼界，也深刻想了想中国的前途，最使我印象深刻的是逛国子监，这是中国养成知识分子的最高学府，我走进大门、走进琉璃坊，看看钟亭鼓亭，又看到蒋衡写的那些石碑，想到他花了十二年的时间，写这八十多万字的十三经石碑，第一流聪明才智消耗在这里，现在对中国有什么用处？中国要救的时候到了，可是这些十三经石碑，救不了中国啊！我买了很多书，经过上海，大量买了江南制造局和外国传教士印的有关现代学问的著作，在家乡南海的西樵山，闭户研究了五年。我不会外国文，只能看这些译本，从译本里融会贯通举一反三。五年下来，自信有点心得，认为救中国，必须走外国路子，变法图强不可。所以，五年以后，这次到京师来，看看有没有机会。这几天正赶上过年，我对碑刻有兴趣，特地到这里来看看旧碑，幸会了法师。法师学问道德虽然只领教了片羽吉光，可是就已令人景仰不已了。”,学问若不能救世就会变成石碑,康有为回忆朱次琦临终烧书，又想到国子监十三经石碑救不了中国，于是转向现代知识与变法图强。人生中读书和积累当然重要，但若只把聪明才智消耗在旧形式里，危机来时便只剩纪念物；真正有用的学问，必须能把人推出书斋，转化为面对现实的能力。,学问;行动;现实
BJFS009,《北京法源寺》,004.第三章——“休怀粉身念”.txt,第三章——“休怀粉身念”,“我刚才说过，谢枋得死的意义在为信仰殉道。那种信仰，在时过境迁以后，可能不重要，甚至可能错。例如当时在他眼中，蒙古人不是中国人；他的国家观念，也不明确，他认为亡国，事实上亡的是宋朝赵家这一世系，中国好好的，并没有亡。但评论历史人物必须设身处地，以谢枋得当时的见解，他死得并非没有意义，我们尊敬他，是为了他为他的信仰殉道，而不是信仰的内容，因为那种内容，五六百年下来，早已都不成立。宋朝固然是中国人中国史，元朝也是中国人中国史。”,评价前人要分清信仰内容与殉道精神,佘法师谈谢枋得，指出他的信仰内容可能过时甚至错误，但仍应尊敬他为信仰殉道的精神。人生中判断一个人，不能只拿今天的答案去抹平他当时的处境；有些观念会老去，认真、承担和愿意为所信付代价的品格，却仍值得被看见。,历史;判断;信念
BJFS010,《北京法源寺》,004.第三章——“休怀粉身念”.txt,第三章——“休怀粉身念”,“个人只有和群体的大多数一起浮沉，才能免于被残忍对待，个人太优秀了、太特立独行了，就容易遭到群体的迫害，群体是最残忍的，个人比较好，群体比个人不是更好就是更坏，群体比个人极端得多。所以，优秀的个人如果优秀得过分，就得准备付出惨痛的代价给群体，作为‘冒犯费’。所以，许多优秀的个人为群体做事，必须事先就得抱有最后还得被群体出卖的危险。我想，当年的袁督师一定多少有这种认识，他的前任熊廷弼刚被冤枉杀掉，他怎能不知道？知道还来跳火坑，自然就表示他已有为群体而牺牲个人的准备。话说到这里，我想到你康先生，你想救中国吗？你想走这条路，你就不得不先做一番准备，群体是健忘的、是非不定的、忘恩负义的、残忍的。愈是伟大的民族，愈有这些特色。所以，有一天，当你遭受了这种待遇，你可能变得爱中国，但却不爱中国人。那时候，请你记得我的话，群体就是这样的，你不要奢求，你求仁得仁就好了，一笑而死吧。群体会歌颂你，那也在二百五十年以后，像我们歌颂袁督师一样，谈起我们这位广东老乡袁崇焕，想起他、怀念他、到他坟上凭吊凭吊他，这就是公道自在人心了。”,优秀到冒犯群体时要准备付代价,佘法师说群体比个人更极端，优秀的个人若优秀得过分，就得准备向群体交“冒犯费”。人生中不要天真地以为自己为群体做事就一定得到感激；越是特立独行、越是超前承担，越可能先被误解和出卖。看清这一点，不是变得怨恨，而是少向群体索取即时回报。,群体;独立;承担
