id,book,source_file,source_chapter,source_text,wisdom_title,wisdom_text,theme_tags
NSJFM001,《你是景福门》,001.景福门，你们来个屁！.txt,景福门，你们来个屁！,"美国独立战争时候，一个法国贵族叫拉斐德（Marquis de Lafayette）的，在1777年7月抵达新大陆，参加了反抗英国的作战。他那时二十岁，被任命为少将，很有战功。1779年他回法国，劝说法国国王路易十六（Louis ⅩⅥ）派出六千人的远征军支持殖民地人民。1780年他再返新大陆，协助美国独立战争，直到成功为止。1782年他回法国。1784年访问美国，成为好几个州的公民，极得美国人的景仰。此后五年中，他成为法国开明贵族的领袖。1789年法国大革命爆发，他躬与其役。但他反对国王退位、反对过激的权力转移，最后亡命在外，被奥地利幽囚五年。直到1799年拿破仑（Bonaparte Napoleon）当政，他才回归祖国。路易十八（Louis ⅩⅧ）在位期间，他任众议院议员。1824到1825年间，他又访问美国，受到热烈的欢迎。1830年他指挥国民自卫军，推翻查理十世（Charles Ⅹ），迎接路易腓力普（Louis-Philippe）就职。不久退隐于野，1834年死去，活了七十七岁。由于拉斐德一生功在新旧大陆，他被尊为“两个世界的英雄”（the Hero of Two Worlds）。美国人民为了崇德报功，特别在1824年，在他六十七岁时候，由国会通过，以美金二十万、土地一方为赠，这种赠礼，也算是一种义助，因为拉斐德本人的财产，已在法国大革命时被充公以去，那时候举国若狂，还骂他是卖国贼呢！
拉斐德死后八十七年，也就是他去美国参加独立战争后一百四十年，第一次世界大战爆发了，美国加入战团，支援法国对抗德国。美国派出军队，派遣军司令官是潘兴将军（General John J. Pershing）。1917年7月4日，一幕感人的献词在巴黎拉斐德坟前发表了，主题是：——“拉斐德，我们来了！”（Lafayette we are here!）。言简意赅，表达了美国人在法国人危难之际如何援之以手，一如一百四十年前法国人援美国人以手一样。
这句“拉斐德，我们来了！”的名言，一般都误以为出自潘兴将军之口，但据潘兴回忆录——《我在世界大战中的经历》（My Experiences in the World War），却指出乃是斯坦顿上校（Colonel C. E. Stanton）的杰作。一言之微，为大将者都不没人之功，这种风度，可为典范。
最近北京天安门前风起云涌，大陆学生与人民，为争取自由民主，波澜壮阔，蔚为奇观。相形之下，台湾地区的委琐畏葸，显得不成一比。国民党老脸兜不住，乃由巧宦施启扬出面，召集行政院大陆工作会报，徒以空话，加以声援。在上者粉拳绣腿如此，在下者自然希旨成风，也就纷纷绣花枕头而出。其中最恶心人者，是今早看报，有所谓国立中山大学教职员发表的支援大陆民主运动声明。该声明由马屁诗人余光中主稿，最后说：“台湾的社会近年来颇以民主自许，自由自豪。难道我们在争取两千万人的民主与自由之余，竟然无视十亿同胞的民主与自由吗？……天安门广场的胜利，是全中国也是全世界民主自由的胜利。相反地，天安门广场的失败，也是全中国甚至全世界民主自由的挫折，在历史炯炯的注视下，让我们及时站起来，从台北到屏东，一起向对岸大叫：‘天安门，我们来了！’”
显然的，马屁诗人余光中在窃取“拉斐德，我们来了！”之意，以为比附与贴金。但是，这些国民党御用文人，他们在“争取两千万人的民主与自由”上，根本就是一纸空白，而没有任何实际行动。如今又朝十一亿人口大放厥词，且以当年美法战士自况自脱，其无耻也，真可腾笑古今中外。事实上，国民党“总统府”前的景福门，早已是压迫自由民主的标志，又何足以自炫骄人？如今景福门下的御用文人，竟成群结队而要“我们来了！”别不要脸啦，你们来个屁！",想说到场，先问自己能不能真的到场,李敖借“天安门，我们来了”的口号，拆穿一种最廉价的声援：人没有到、力没有出、风险没有担，却把自己打扮成援手。人生中替人站台也一样，漂亮话若不能变成行动，只会变成消费别人的苦难；真正的声援，要么给实质帮助，要么承认自己的无力，不要用姿态冒充抵达。,声援;行动;诚实
NSJFM002,《你是景福门》,001.景福门，你们来个屁！.txt,景福门，你们来个屁！,"美国独立战争时候，一个法国贵族叫拉斐德（Marquis de Lafayette）的，在1777年7月抵达新大陆，参加了反抗英国的作战。他那时二十岁，被任命为少将，很有战功。1779年他回法国，劝说法国国王路易十六（Louis ⅩⅥ）派出六千人的远征军支持殖民地人民。1780年他再返新大陆，协助美国独立战争，直到成功为止。1782年他回法国。1784年访问美国，成为好几个州的公民，极得美国人的景仰。此后五年中，他成为法国开明贵族的领袖。1789年法国大革命爆发，他躬与其役。但他反对国王退位、反对过激的权力转移，最后亡命在外，被奥地利幽囚五年。直到1799年拿破仑（Bonaparte Napoleon）当政，他才回归祖国。路易十八（Louis ⅩⅧ）在位期间，他任众议院议员。1824到1825年间，他又访问美国，受到热烈的欢迎。1830年他指挥国民自卫军，推翻查理十世（Charles Ⅹ），迎接路易腓力普（Louis-Philippe）就职。不久退隐于野，1834年死去，活了七十七岁。由于拉斐德一生功在新旧大陆，他被尊为“两个世界的英雄”（the Hero of Two Worlds）。美国人民为了崇德报功，特别在1824年，在他六十七岁时候，由国会通过，以美金二十万、土地一方为赠，这种赠礼，也算是一种义助，因为拉斐德本人的财产，已在法国大革命时被充公以去，那时候举国若狂，还骂他是卖国贼呢！
拉斐德死后八十七年，也就是他去美国参加独立战争后一百四十年，第一次世界大战爆发了，美国加入战团，支援法国对抗德国。美国派出军队，派遣军司令官是潘兴将军（General John J. Pershing）。1917年7月4日，一幕感人的献词在巴黎拉斐德坟前发表了，主题是：——“拉斐德，我们来了！”（Lafayette we are here!）。言简意赅，表达了美国人在法国人危难之际如何援之以手，一如一百四十年前法国人援美国人以手一样。
这句“拉斐德，我们来了！”的名言，一般都误以为出自潘兴将军之口，但据潘兴回忆录——《我在世界大战中的经历》（My Experiences in the World War），却指出乃是斯坦顿上校（Colonel C. E. Stanton）的杰作。一言之微，为大将者都不没人之功，这种风度，可为典范。
最近北京天安门前风起云涌，大陆学生与人民，为争取自由民主，波澜壮阔，蔚为奇观。相形之下，台湾地区的委琐畏葸，显得不成一比。国民党老脸兜不住，乃由巧宦施启扬出面，召集行政院大陆工作会报，徒以空话，加以声援。在上者粉拳绣腿如此，在下者自然希旨成风，也就纷纷绣花枕头而出。其中最恶心人者，是今早看报，有所谓国立中山大学教职员发表的支援大陆民主运动声明。该声明由马屁诗人余光中主稿，最后说：“台湾的社会近年来颇以民主自许，自由自豪。难道我们在争取两千万人的民主与自由之余，竟然无视十亿同胞的民主与自由吗？……天安门广场的胜利，是全中国也是全世界民主自由的胜利。相反地，天安门广场的失败，也是全中国甚至全世界民主自由的挫折，在历史炯炯的注视下，让我们及时站起来，从台北到屏东，一起向对岸大叫：‘天安门，我们来了！’”
显然的，马屁诗人余光中在窃取“拉斐德，我们来了！”之意，以为比附与贴金。但是，这些国民党御用文人，他们在“争取两千万人的民主与自由”上，根本就是一纸空白，而没有任何实际行动。如今又朝十一亿人口大放厥词，且以当年美法战士自况自脱，其无耻也，真可腾笑古今中外。事实上，国民党“总统府”前的景福门，早已是压迫自由民主的标志，又何足以自炫骄人？如今景福门下的御用文人，竟成群结队而要“我们来了！”别不要脸啦，你们来个屁！",别把别人的战功偷成自己的姿态,李敖从“拉斐德，我们来了”的典故说起，也提醒一句名言背后有真实的历史互助，甚至有不掠人功的风度。人生中引用别人的光荣，最怕只偷来外壳贴金；若没有相应的付出、资格和谦逊，庄严的典故到了自己嘴里，就会变成滑稽的自我装饰。,名誉;谦逊;行动
NSJFM003,《你是景福门》,002.中国双城记.txt,中国双城记,"对在北京那些真正为争取自由民主而死去的中国人而言，他们求自由民主而得仁，虽然自由民主没求到手，但从我们历史家长程的观点看，一点也不意外。自由民主的争取，本是长程的、艰苦的、要付惨痛代价的。至于出之以大屠杀场面，甚至所求非自由民主，也照样在劫难逃。一五七二年法国统治者在八月二十四日的“圣巴托罗缪节大屠杀”（The Massacre of St. Bartholomew），所用武器没有机枪坦克，照样把自己新教徒同胞，一干掉就在五万人以上。相形之下，中共犹小焉者也！
正因为自由民主的争取，是长程的、艰苦的、要付惨痛代价的，所以争取它的人，必须有牺牲自己的心理准备，希图侥幸或临难苟免固然不可以，认为一击而中或“成功必须在我”，也未免太乐观。对中共的结构与处境如有认知的人应该评估到，在这次大屠杀前，中共有很长一段时间采取自制性的和策略性的低姿势，接受了与学生的对话等条件；但是，当学生把中共的结构和处境评估错误，开价开得除了逼垮“开明派”赵紫阳、逼垮同情他们的势力以外，此后就落居下风。
如今，北京多少勇敢的男女“维丽玛”，他们用自己的手，为中国自由民主的争取，建立了精神的圣庙，一如《双城记》所描述的，做完了比他们做过的更好的事，即将走向比他们知道的更好的地方，把两百年前法国大革命的气魄，重新复活到北京来，这是北京的血，也是北京的光荣。",自由与尊严常是长程事业，不能迷信一击而中,李敖说自由民主的争取本来长程、艰苦，并且要付惨痛代价。人生中凡是值得争取的东西，常不能指望一次冲锋就全部到手；若把一击而中当成必然，既会高估自己的力量，也会低估黑暗的韧性。真正的坚持，是看见路长仍不撤销信念。,自由;长程;代价
NSJFM004,《你是景福门》,002.中国双城记.txt,中国双城记,"正因为自由民主的争取，是长程的、艰苦的、要付惨痛代价的，所以争取它的人，必须有牺牲自己的心理准备，希图侥幸或临难苟免固然不可以，认为一击而中或“成功必须在我”，也未免太乐观。对中共的结构与处境如有认知的人应该评估到，在这次大屠杀前，中共有很长一段时间采取自制性的和策略性的低姿势，接受了与学生的对话等条件；但是，当学生把中共的结构和处境评估错误，开价开得除了逼垮“开明派”赵紫阳、逼垮同情他们的势力以外，此后就落居下风。
从阶段性的策略看，学生应该适可而止，推进到某一进度，然后立下里程碑，再伺机推进。毕竟他们太年轻了，结果久据天安门广场不撤，把价开得中共给不起了，只好翻脸。
如今，北京多少勇敢的男女“维丽玛”，他们用自己的手，为中国自由民主的争取，建立了精神的圣庙，一如《双城记》所描述的，做完了比他们做过的更好的事，即将走向比他们知道的更好的地方，把两百年前法国大革命的气魄，重新复活到北京来，这是北京的血，也是北京的光荣。",推进到里程碑，比把对方逼到绝路更有策略,在天安门一事上，李敖批评学生误估结构和处境，未能在阶段性进展后立下里程碑、伺机再进。人生的谈判和改革也有这种尺度：勇敢不是永远加码，智慧是知道何时收束成果、保存力量，让下一步还有路可走。,策略;阶段;进退
NSJFM005,《你是景福门》,003.北京滥杀，台北滥情.txt,北京滥杀，台北滥情,"昨天晚上应台大学生会邀请，在全校处处为天安门滥杀满挂丧祭布条下，发表演讲，我不客气的指出：高等知识分子不可以跟着国民党传播媒体，如此滥情。我认为目前台湾朝野这些举动，只能自己过瘾、自我慰藉而已，对大陆实在“无能为力”，因为大陆那边，得不到任何实惠，如果有什么实惠，我看也是自己享用了。例如到处捐血，捐了半天，送不出去，现在卫生单位负责人已笑脸上电视，说这些血送不出去，只好留在台湾自己用了，台湾血库正缺血呢！由此可见，真相不过如此。又如搞什么一人一报空投大陆，也全是做秀，送报纸，报社存报多得是，何必如此麻烦？……
在北京方面共产党滥杀学生之际，在台北方面，国民党却动员学生，发起一片滥情风。在滥情风下，从纠合小学幼童遥祭英灵起，到各路人马戴孝也、配纱也、悲歌也、吟诗也、下泪也、禁食也，乃至募款也、送报也、诵经也、祈祷也、弥撒也、喊口号也、竖立民主女神像也、烧毁邓小平、李鹏、杨尚昆刍像也、大学校长发起六月九日中午十二时集体默哀三分钟也。……花样百出，甚至香港的国民党同路人《九十年代》的李怡还向台湾出馊主意，要“发起一人一信运动”呢！
为什么台湾要搞这些无裨实际的滥情秀？原因在于国民党的胆怯与愚民而已。因为胆怯，不敢向共产党说任何狠话；因为愚民，只好作弄岛上人民，大家在血泪排列组合中集体自怜。一会儿说“北京的血，台湾的泪”；一会儿变成“你们的血不能白流，我们的心正在淌血”；一会儿又变成“北京的泪在流，台北的血在烧”了。这种文字游戏，岂不可笑也哉？",同情要问对方得到了什么,李敖批评捐血、送报、默哀等反应时，重点不在否定同情，而在追问这些动作对大陆是否有实惠。人生中表达善意，不能只看自己感动了没有，也要问受助者是否真的受益；不能抵达对方处境的热心，常常只是自我消费。,同情;实效;帮助
NSJFM006,《你是景福门》,003.北京滥杀，台北滥情.txt,北京滥杀，台北滥情,"昨天晚上应台大学生会邀请，在全校处处为天安门滥杀满挂丧祭布条下，发表演讲，我不客气的指出：高等知识分子不可以跟着国民党传播媒体，如此滥情。我认为目前台湾朝野这些举动，只能自己过瘾、自我慰藉而已，对大陆实在“无能为力”，因为大陆那边，得不到任何实惠，如果有什么实惠，我看也是自己享用了。例如到处捐血，捐了半天，送不出去，现在卫生单位负责人已笑脸上电视，说这些血送不出去，只好留在台湾自己用了，台湾血库正缺血呢！由此可见，真相不过如此。又如搞什么一人一报空投大陆，也全是做秀，送报纸，报社存报多得是，何必如此麻烦？……
今早醒来，我觉得昨晚演讲中有两个重点，有加以形诸文字的必要，所以特别补充发挥一下。
为什么台湾要搞这些无裨实际的滥情秀？原因在于国民党的胆怯与愚民而已。因为胆怯，不敢向共产党说任何狠话；因为愚民，只好作弄岛上人民，大家在血泪排列组合中集体自怜。一会儿说“北京的血，台湾的泪”；一会儿变成“你们的血不能白流，我们的心正在淌血”；一会儿又变成“北京的泪在流，台北的血在烧”了。这种文字游戏，岂不可笑也哉？",受过训练的人，尤其不能跟着舆论滥情,李敖在台大演讲中特别提醒，高等知识分子不该跟着传播媒体一起滥情。人生中受过训练的人，责任不是把公共情绪喊得更响，而是在情绪最满的时候保持判断：哪些是真相，哪些是表演，哪些是自己不敢面对的无能为力。,知识分子;舆论;判断
NSJFM007,《你是景福门》,003.北京滥杀，台北滥情.txt,北京滥杀，台北滥情,"在北京方面，我指出它的特色是滥杀。不过，别忘了共产党的滥杀，是跟国民党学的。国民党清共之日，所滥杀的人，在江面上全是浮尸、在蒋介石脚下全是人头。以徐复观为例，他当年就被当成共产党绑赴法场。一个说法是：当时死刑犯有名册，十行纸上每页十行，每行十名，因为死刑犯太多，执行时来不及一名名勾勒点决，只好用朱笔在十行纸上一一杠过，代替一名名清点。一次杠到最后，执事者为了迷信的理由，留下最后一名不杀，正巧此人是徐复观，因而留下一命。徐复观的说法是：当时有朋友见到，驰告陶子钦解救，方得死里逃生。逃生后摇身一变又成了军法官，列入杀人阶级，有一天看到老少死刑犯列队绑赴法场，一十七八岁男孩子一言不发，只频频回头朝军法官望去，徐复观天良发现，乃洗手不干。从这一抽样里，国民党怎样杀人示范，共产党安得不亦步亦趋哉？
在北京方面共产党滥杀学生之际，在台北方面，国民党却动员学生，发起一片滥情风。在滥情风下，从纠合小学幼童遥祭英灵起，到各路人马戴孝也、配纱也、悲歌也、吟诗也、下泪也、禁食也，乃至募款也、送报也、诵经也、祈祷也、弥撒也、喊口号也、竖立民主女神像也、烧毁邓小平、李鹏、杨尚昆刍像也、大学校长发起六月九日中午十二时集体默哀三分钟也。……花样百出，甚至香港的国民党同路人《九十年代》的李怡还向台湾出馊主意，要“发起一人一信运动”呢！
为什么台湾要搞这些无裨实际的滥情秀？原因在于国民党的胆怯与愚民而已。因为胆怯，不敢向共产党说任何狠话；因为愚民，只好作弄岛上人民，大家在血泪排列组合中集体自怜。一会儿说“北京的血，台湾的泪”；一会儿变成“你们的血不能白流，我们的心正在淌血”；一会儿又变成“北京的泪在流，台北的血在烧”了。这种文字游戏，岂不可笑也哉？",控诉别人之前，也要记得自己的旧账,李敖谈北京滥杀时，立刻追溯国民党清共和滥杀的历史，用旧账打破单向的道德姿态。人生中批判别人当然必要，但若只记得对方的罪，不记得自己阵营的罪，就容易把正义变成选择性记忆。真正的道德感，经得起回头查自己。,旧账;自省;正义
NSJFM008,《你是景福门》,004.双城外记.txt,双城外记,"乐观的人一定以为我危言耸听，其实会思想的人都会有我这种结论。文星书店有限公司董事长兼李敖出版社董事长苏荣泉，6月4日从北京天安门归来，据他实地了解，天安门广场的学生中，固然有绝食等悲壮表现，却也有另一种现象，可以观察他们的艰苦。有外地来的学生，在天安门前可以享受到香港方面来的免费补给品，可喝到每罐价值三块两毛五的可乐和四块五的橘子汁。而他们的工人工资，每天才四元，学生比工人更穷。如此在天安门有得吃有得喝，无怪北京学生认为该见好就收、外地学生却不肯了。争取自由民主活动，未免抽象；但可乐、橘子汁却是实惠的。令人想起最后挨枪的他们，固为争取自由民主而死，但又何尝不也为了那几罐可乐、橘子汁啊？他们的境遇，真令人同情。
6月7日我在台大演讲，特别请苏荣泉上台讲这个故事，以其寓意甚深，值得广为流传也。苏荣泉说这些学生们没有一个以为共产党会开枪，“不识庐山真面目，只缘身在此山中。”悲夫！
以上随手写北京、台北在这次天安门事件的一些切片，以为“机会教育”。大中思小、以小见大，当多少有助于我们的清醒。",身在局中，最难估计真正的危险,李敖写学生不以为会开枪，并引“不识庐山真面目”感叹局中人的盲点。人生中越是在热烈的现场，越容易把气氛当成现实、把愿望当成判断；清醒的人要学会从局外看局内，尤其要估计对手最坏会做到什么程度。,局中;风险;清醒
NSJFM009,《你是景福门》,004.双城外记.txt,双城外记,"这些起哄与无知，抽起样来，品类繁多。我在台大演讲，台大学生问我：国民党一直说反攻大陆，目前有了机会，为什么不动手？我说机会是有了，可是目前不是好机会而是坏机会，四十年来最坏的机会，共产党与苏联和解了、冻结在中苏边境的五十八个师也可以调动了、内部困难又常常导致外部冒险、邓小平又说在他死前即1990年前乐见中国统一……种种迹象都显示了它不打你就好了，你还想反攻它？所以国民党叫嚣反攻，说此时应完成老总统或岳武穆的心愿，其实只是色厉内荏而已，甚至色都不敢厉呢！
反攻大陆是一种梦呓，但另一种梦呓，这回却应运而生了。国民党学人丘宏达，6月5日发表高论，说：“现在参与暴力屠杀中国人民的人，必须绳之以法，不论将来逃到天涯海角都必须逮捕回来治罪。在这方面中华民国政府必须请立法院尽快通过法律，凡是涉及此次暴行之中共人员，均不适用刑法上追诉期间的限制，并且将来处刑以后，不得假释。”
以上随手写北京、台北在这次天安门事件的一些切片，以为“机会教育”。大中思小、以小见大，当多少有助于我们的清醒。",坏机会比没有机会更危险,当别人追问反攻大陆机会时，李敖说有机会也可能是坏机会，而且是最坏机会。人生中有些窗口看似打开，实则是诱人误判的陷阱；真正的判断不是看有没有缝隙，而是看力量、时势和后果是否支持行动。错把坏机会当良机，往往输得更彻底。,机会;形势;判断
NSJFM010,《你是景福门》,004.双城外记.txt,双城外记,"北京方面如彼，台北方面又如何呢？
这一次天安门事件，由于今天下午传来邓小平出面的画面，多日来“匪情专家”和业余“匪情专家”的猜谜和造谣，已经完全穿帮。邓小平已死也、邓小平失权也、邓小平无法掌握全局也、中共内战也……所有的捕风捉影，都显示了台北的起哄与无知。
反攻大陆是一种梦呓，但另一种梦呓，这回却应运而生了。国民党学人丘宏达，6月5日发表高论，说：“现在参与暴力屠杀中国人民的人，必须绳之以法，不论将来逃到天涯海角都必须逮捕回来治罪。在这方面中华民国政府必须请立法院尽快通过法律，凡是涉及此次暴行之中共人员，均不适用刑法上追诉期间的限制，并且将来处刑以后，不得假释。”
对这种一厢情愿、不知自己是老几的所谓“具体建议”，其荒谬好笑，真令人不敢相信竟出自高等知识分子之手！其梦呓程度，实越反攻大陆而上之。因为要“绳之以法”，必得有赖反攻大陆成功为前提，反攻大陆未成，一切诛杀，自然谈不到。谈不到却先“请立法院尽快通过法律”，则此种法律，除了可供“意诛”之资外，全无任何意义。国民党学人竟有此种出馊主意的大脑，真可为这次天安门事件，别开新章。",法律不能只供想象中的惩罚过瘾,李敖讥讽台北学者建议先立法追究中共暴行，指出没有执行前提的法律只能满足“意诛”。人生中订规则、喊制裁、立誓言，都要问能不能执行；不能执行的狠话，除了让说话者过瘾，常会暴露自己的无力和幼稚。,法律;执行;现实
